ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001181431-12-067664	/s/ Clay Simpson, Attorney-in-Fact	31-DEC-2012
0001179110-12-018354	/s/ Michael Leshkiw, by power of attorney	31-DEC-2012
0001127602-12-035312	/s/ Jennfier F. Rudolph, by Power of Attorney	31-DEC-2012
0001127602-12-035310	/s/ Sam Fleischmann, Attorney-in-Fact for Maynard Webb	31-DEC-2012
0001337112-12-000005	Richard J. Schweppe For:  Scott R. McCloud	31-DEC-2012
0001144204-12-070345	/s/ Steven Martin	31-DEC-2012
0001209191-12-059808	/s/ Stephen T. Winn	31-DEC-2012
0001209191-12-059806	/s/ Seren Capital Ltd., By: Seren Capital Management, L.L.C., Its General Partner, By: Stephen T. Winn, Sole Manager and President	31-DEC-2012
0001209191-12-059805	/s/ Paul Kuc, Attorney-in-Fact for The Ambergate Trust /s/ Paul Kuc, Attorney-in-Fact for The Lynda De Logi Trust /s/ Paul Kuc, Attorney-in-Fact for Rothschild Trust Guernsey Limited (Ambergate) /s/ Paul Kuc, Attorney-in-Fact for Dana C. Smith	31-DEC-2012
0001253467-12-000104	By: Rebecca N. Heffington For: Hanns Zoellner	31-DEC-2012
0001253467-12-000103	By: Rebecca N. Heffington For: Rick J. Mills	31-DEC-2012
0001140361-12-053171	/s/ Cecil C. Wall	28-DEC-2012
0001181431-12-067662	/s/ Kirk M. Reische, Vice President	31-DEC-2012
0001181431-12-067662	/s/ V. Prem Watsa, President	31-DEC-2012
0001181431-12-067662	/s/ V. Prem Watsa, President	31-DEC-2012
0001181431-12-067662	/s/ V. Prem Watsa, President	31-DEC-2012
0001181431-12-067662	/s/ V. Prem Watsa	31-DEC-2012
0001181431-12-067662	/s/ V. Prem Watsa, Chairman and Chief Executive Officer	31-DEC-2012
0001181431-12-067661	Leah Henderson	31-DEC-2012
0001209191-12-059803	/s/ Dale Bruns by Rachel Wesson	31-DEC-2012
0001183887-12-000277	/s/ Darla D.Ramirez  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001181431-12-067659	Ethan A. Caldwell	31-DEC-2012
0001181431-12-067657	Michael A. Arends	31-DEC-2012
0001209191-12-059801	/S/ ELIZABETH FRASER, AS ATTORNEY IN FACT	31-DEC-2012
0001181431-12-067655	Russell C. Horowitz	31-DEC-2012
0001181431-12-067653	Peter Christothoulou	31-DEC-2012
0001181431-12-067651	John Keister	31-DEC-2012
0001183887-12-000276	/s/ Sharon M. Leite  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001120295-12-000197	Ronald W. Buckly	31-DEC-2012
0001437749-12-013335	/s/ Adam F. Wergeles, by power of attorney for Nathan Hanks	31-DEC-2012
0001183887-12-000275	/s/ Gregory S. Humenesky  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001209191-12-059800	/s/ Bennett S. LeBow	31-DEC-2012
0001413753-12-000138	Asaf Silberstein by Randall H. Holliday under Power of Attorney dated March 9, 2011 (Copy On File)	31-DEC-2012
0001209191-12-059799	/s/ Howard M. Lorber	31-DEC-2012
0001209191-12-059798	David J. Klvac by Stephen L. DeGiusti, Power of Attorney	31-DEC-2012
0001437749-12-013334	/s/ Rein Nuijt	17-DEC-2012
0001183887-12-000274	/s/ Catherine David  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001209191-12-059797	Clark Edwards by Stephen L. DeGiusti, Power of Attorney	31-DEC-2012
0001413753-12-000137	John Michael Wilson by Randall H. Holliday under Power of Attorney dated November 3, 2008 (Copy On File)	31-DEC-2012
0001437749-12-013332	/s/ Todd M. Cleveland by Andy L. Nemeth, Attorney-in-fact	31-DEC-2012
0001047122-12-000197	Dana Ng, Attorney-in-fact	31-DEC-2012
0001209191-12-059796	Stephen L. DeGiusti	31-DEC-2012
0001209191-12-059795	/s/ James Ranspot James Ranspot, Attorney-in-Fact for David Wiessman	31-DEC-2012
0001209191-12-059794	Terry W. Carter by Stephen L. DeGiusti, Power of Attorney	31-DEC-2012
0001209191-12-059793	/s/ James Ranspot James Ranspot, Attorney-in-Fact for David Wiessman	31-DEC-2012
0001127602-12-035303	/s/ Jennifer Baptiste, attorney-in-fact for James M. Frates	31-DEC-2012
0001209191-12-059791	/s/ J. M. Bernhard, Jr., pursuant to a Power of Attorney	31-DEC-2012
0001183887-12-000273	/a/ Laura A. Coffey  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001053369-12-000013	Ram Potti	31-DEC-2012
0001209191-12-059790	/s/ J. M. Bernhard, Jr., pursuant to a Power of Attorney	31-DEC-2012
0001209191-12-059789	/s/ J. M. Bernhard, Jr., pursuant to a Power of Attorney	31-DEC-2012
0001237769-12-000043	/s/ Ann F. Gullion, Attorney-in-Fact	31-DEC-2012
0001209191-12-059788	/s/ J. M. Bernhard, Jr., pursuant to a Power of Attorney	31-DEC-2012
0001209191-12-059787	/s/ Paul M. Kinsella Attorney-in-Fact	31-DEC-2012
0001209191-12-059786	/s/ Helen W. Brown, Attorney-in-Fact for Steven C. Lilly	31-DEC-2012
0001209191-12-059785	/s/ J. M. Bernhard, Jr., pursuant to a Power of Attorney	31-DEC-2012
0001110803-12-000185	Scott M. Davies for Jay T. Flatley	31-DEC-2012
0001209191-12-059784	/s/ Helen W. Brown, Attorney-in-Fact for C. Robert Knox	31-DEC-2012
0001204975-12-000023	M Michael Owens (POA)	31-DEC-2012
0001209191-12-059783	/s/ Helen W. Brown, Attorney-in-Fact for Brent P.W. Burgess	31-DEC-2012
0001209191-12-059782	/s/ Helen W. Brown, Attorney-in-Fact for Garland S. Tucker, III	31-DEC-2012
0001209191-12-059781	/s/ George P. Bevan pursuant to a Power of Attorney previously filed	31-DEC-2012
0001437749-12-013325	/s/ Larry D. Renbarger by Andy L. Nemeth, attorney-in-fact	31-DEC-2012
0001209191-12-059780	/s/ George P. Bevan pursuant to a Power of Attorney previously filed	31-DEC-2012
0001183887-12-000272	/s/ Michael A. Carter	31-DEC-2012
0001053369-12-000012	Jeenarine Narine	31-DEC-2012
0001280452-12-000339	By: Saria Tseng For: James Moyer	31-DEC-2012
0001209191-12-059779	/s/ Albert D. McAlister, pursuant to a Power of Attorney	31-DEC-2012
0001209191-12-059778	/s/ Albert D. McAlister, pursuant to a Power of Attorney	31-DEC-2012
0001209191-12-059777	By Seth D. Wexler pursuant to a Limited Power of Attorney filed with the SEC on 4/29/2010 /s/Seth D. Wexler	31-DEC-2012
0001209191-12-059776	By Seth D. Wexler pursuant to a Limited Power of Attorney filed with the SEC on 4/29/2010  /s/Seth D. Wexler	31-DEC-2012
0001209191-12-059775	/s/ David W. Hoyle, puruant to a Power of Attorney	31-DEC-2012
0001181431-12-067649	/s/ Marni Morgan Poe, Attorney-in-Fact	31-DEC-2012
0001181431-12-067648	/s/ Marni Morgan Poe, Attorney-in-fact	31-DEC-2012
0001209191-12-059774	By Seth D. Wexler pursuant to a Limited Power of Attorney filed with the SEC on 4/29/2010  /s/Seth D. Wexler	31-DEC-2012
0001181431-12-067647	/s/ Marni Morgan Poe, Attorney-in-Fact	31-DEC-2012
0001181431-12-067646	/s/ Marni Morgan Poe, Attorney-in-Fact	31-DEC-2012
0001209191-12-059773	/s/ Eli Smith Pursuant to a Power of Attorney	31-DEC-2012
0001181431-12-067645	/s/ Marni Morgan Poe	31-DEC-2012
0001209191-12-059772	/s/ John Donofrio, pursuant to a Power of Attorney previously filed.	31-DEC-2012
0001053369-12-000011	Ashok Nigalaye	31-DEC-2012
0001183887-12-000271	/s/ Michael R. Benkel  By: Michael A. Carter, Atty-in-Fact	28-DEC-2012
0000015615-12-000102	Alberto de Cardenas	31-DEC-2012
0000015615-12-000101	By: s/ Alberto de Cardenas  For: Robert E Apple	31-DEC-2012
0001548538-12-000045	Michael P. Maher - Attorney in Fact for the Reporting Person	31-DEC-2012
0001144204-12-070319	/s/ Mike Zoi	31-DEC-2012
0001183887-12-000270	/s/ Charles H. Turner  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001140361-12-053167	John Nils Hanson	31-DEC-2012
0001437749-12-013323	/s/ Paul Blumenstein, Attorney-in-Fact	31-DEC-2012
0001127602-12-035302	/s/ Ryan S. Lovitz under Power of Attorney for Irwin M. Shur	31-DEC-2012
0001053369-12-000010	Ram Potti	31-DEC-2012
0001019056-12-001336	/s/ Ariel Warszawski, for himself, as Managing Member of FVP GP (for itself and as general partner of the FVP Master Fund) and of Firefly Management (for itself and as general partner of Firefly Partners).	31-DEC-2012
0001019056-12-001336	/s/ Ryan Heslop	31-DEC-2012
0001181431-12-067639	/s/ Quinn Williams, as attorney-in-fact	31-DEC-2012
0001209191-12-059770	/s/ Tashia L. Rivard, by Power of Attorney	31-DEC-2012
0001181431-12-067638	/s/ Linda D. Gleason	31-DEC-2012
0001181431-12-067637	/s/ George G. Gleason	31-DEC-2012
0001181431-12-067636	/s/ John D. Patterson, Jr., Attorney-in-Fact for Stephen A. Remondi	31-DEC-2012
0001181431-12-067635	/s/ Cory Shade by Power of Attorney	31-DEC-2012
0001127602-12-035300	/s/ Ryan S. Lovitz under Power of Attorney for Iain Boyd	31-DEC-2012
0001181431-12-067634	/s/ Cory Shade by Power of Attorney	31-DEC-2012
0001183887-12-000269	/s/ Alexander W. Smith  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001181431-12-067633	/s/ Fanny Hanono	31-DEC-2012
0001107299-12-000002	/s/ Gunjan Sinha	31-DEC-2012
0001546190-12-000019	FPR PARTNERS LLC /s/ Siu Chiang, Chief Financial Officer	31-DEC-2012
0001546190-12-000019	BOB PECK /s/ Siu Chiang for Bob Peck	31-DEC-2012
0001546190-12-000019	ANDREW RAAB /s/ Siu Chiang for Andrew Raab	31-DEC-2012
0001427152-12-000181	By: Grace B. Holmes  For: Christopher A Krummel	31-DEC-2012
0001127602-12-035298	/s/ Ryan S. Lovitz under Power of Attorney for Constance R. Johnsen	31-DEC-2012
0001053369-12-000009	Ram Potti	31-DEC-2012
0001127602-12-035296	/s/ Ryan S. Lovitz under Power of Attorney for Thomas L. Kassouf	31-DEC-2012
0001140361-12-053163	/S/ JOHN D. SCHILLER, JR.	31-DEC-2012
0001127602-12-035294	/s/ Ryan S. Lovitz under Power of Attorney for Jeanne M. Moreno	31-DEC-2012
0001127602-12-035292	/s/ Ryan S. Lovitz under Power of Attorney for Aldo J. Pagliari	31-DEC-2012
0001137687-12-000004	/s/ Mark E. Secor, Attorney-in-Fact	31-DEC-2012
0001181431-12-067632	/s/ John D. Patterson, Jr., Attorney-in-Fact for Stephen A. Remondi	31-DEC-2012
0001127602-12-035290	/s/ Ryan S. Lovitz under Power of Attorney for Thomas J. Ward	31-DEC-2012
0000865436-12-000066	/s/ Albert Percival as Attorney-in-Fact for James P. Sud	31-DEC-2012
0001127602-12-035288	/s/ Ryan S. Lovitz under Power of Attorney for Nicholas T. Pinchuk	31-DEC-2012
0001181431-12-067631	/s/ David S Field, Attorney-in-fact	31-DEC-2012
0001181431-12-067629	/s/ Oscar N Harris	31-DEC-2012
0001347709-12-000009	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001200593-12-000008	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001512832-12-000001	/s/ Phiroz Darukhanavala	31-DEC-2012
0001347708-12-000007	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001140361-12-053160	Sherry Neufer	31-DEC-2012
0001200584-12-000007	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001544509-12-000018	By: AB Value Management LLC By: /s/ Andrew Berger, Manager	31-DEC-2012
0001544509-12-000018	By: Andrew Berger	31-DEC-2012
0001544509-12-000018	By: AB Value Partners, LP By: AB Value Management LLC, General Partner By: /s/ Andrew Berger, Manager	31-DEC-2012
0001544509-12-000018	By: Hamilton Partners By: /s/ Andrew Berger	31-DEC-2012
0001019687-12-004708	/s/ David Krueger	31-DEC-2012
0001347731-12-000009	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001144204-12-070306	/s/ Rex H. Poulsen	31-DEC-2012
0001498710-12-000100	/s/ Thomas Canfield, as Attorney-In-Fact for Barry Biffle	31-DEC-2012
0000745981-12-000060	Shaleen B. Pellerin, Attorney in Fact	31-DEC-2012
0001406816-12-000009	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001144204-12-070305	/s/ Larry N. Feinberg	31-DEC-2012
0001140361-12-053158	/s/ Kevin P. Treanor, Attorney-in-fact	31-DEC-2012
0001422212-12-000005	DENNIS RAEFIELD	31-DEC-2012
0001183887-12-000268	/s/ Cece Smith  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001140361-12-053157	/s/ Kevin P. Treanor, Attorney-in-fact	31-DEC-2012
0001140361-12-053157	/s/ Kevin P. Treanor, Attorney-in-fact	31-DEC-2012
0001140361-12-053157	/s/ Kevin P. Treanor, Attorney-in-fact	31-DEC-2012
0000096021-12-000155	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001524185-12-000006	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0000096021-12-000154	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0000096021-12-000153	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001178913-12-003571	/s/ Peter J. Russo	31-DEC-2012
0000096021-12-000152	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001178913-12-003569	/s/ Peter Russo	31-DEC-2012
0001347709-12-000008	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0000096021-12-000151	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0000946724-12-000002	By: Sharon O'Connor  For: Gordon Clemons	31-DEC-2012
0001183887-12-000267	/s/ Terry E. London  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001422212-12-000004	DENNIS RAEFIELD	31-DEC-2012
0001200593-12-000007	Mark A. Crowe,  Attorney-in-Fact	31-DEC-2012
0000096021-12-000150	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001347708-12-000006	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0000096021-12-000149	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001140361-12-053155	/s/ Ashish R. Parikh, as attorney-in-fact	31-DEC-2012
0001200584-12-000006	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001140361-12-053153	/s/ Ashish R. Parikh, as attorney-in-fact	31-DEC-2012
0000096021-12-000148	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001181431-12-067625	/s/Mark P. de Raad, Attorney-In-Fact	31-DEC-2012
0001140361-12-053152	/s/ Ashish R. Parikh, as attorney-in-fact	31-DEC-2012
0001347731-12-000008	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0000096021-12-000147	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001140361-12-053151	/s/ Ashish R. Parikh, as attorney-in-fact	31-DEC-2012
0001181431-12-067623	Tina Davis as Attorney-in-Fact for Roscoe C. Young, II	31-DEC-2012
0001183887-12-000266	/s/ Brendan Hoffman  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001140361-12-053150	/s/ Ashish R. Parikh, as attorney-in-fact	31-DEC-2012
0001511164-12-000304	/s/ Suzannah J. Guthrie	19-DEC-2012
0000900440-12-000147	/s/ Daniel R. Elsztain	31-DEC-2012
0001406816-12-000008	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0000096021-12-000146	/s/Russell T. Libby, attorney-in-fact	31-DEC-2012
0001140361-12-053149	/s/ Ashish R. Parikh, as attorney-in-fact	31-DEC-2012
0001209191-12-059768	Stuart I. Rosen, Attorney-In-Fact for Edward P. Garden	31-DEC-2012
0001209191-12-059767	Stuart I. Rosen, Attorney-in-Fact for Peter W. May	31-DEC-2012
0001209191-12-059766	Stuart I. Rosen, Attorney-In-Fact for Nelson Peltz	31-DEC-2012
0001183887-12-000265	/s/ Michael R. Ferrari  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001144204-12-070297	WYNNEFIELD PARTNERS SMALL CAP VALUE, L.P. By: Wynnefield Capital Management, LLC General Partner By: /s/ Nelson Obus Nelson Obus, Managing Member	31-DEC-2012
0001144204-12-070297	WYNNEFIELD CAPITAL, INC. PROFIT SHARING PLAN By: /s/ Nelson Obus Nelson Obus, Portfolio Manager	31-DEC-2012
0001144204-12-070297	WYNNEFIELD PARTNERS SMALL CAP VALUE, L.P. I By: Wynnefield Capital Management, LLC General Partner By: /s/ Nelson Obus Nelson Obus, Managing Member	31-DEC-2012
0001144204-12-070297	WYNNEFIELD CAPITAL MANAGEMENT, LLC By: /s/ Nelson Obus Nelson Obus, Managing Member	31-DEC-2012
0001144204-12-070297	WYNNEFIELD CAPITAL, INC. By: /s/ Nelson Obus Nelson Obus, President	31-DEC-2012
0001144204-12-070297	/s/ Nelson Obus Nelson Obus, individually	31-DEC-2012
0001144204-12-070297	/s/ Joshua Landes Joshua Landes, individually	31-DEC-2012
0000900440-12-000146	/s/ David L. Walter for Donald Landry	31-DEC-2012
0001140361-12-053145	/s/David A. Lehman	31-DEC-2012
0001140361-12-053144	/s/ Mark J. Horowitz, Chief Operating Officer and General Counsel of Glenview Capital Management, LLC and attorney-in-fact for Lawrence M. Robbins	31-DEC-2012
0001144204-12-070293	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001144204-12-070292	/s/ John A. Doyle Jr., by Power of Atty.	31-DEC-2012
0001144204-12-070291	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001144204-12-070290	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001144204-12-070289	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001144204-12-070288	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001144204-12-070287	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001209191-12-059765	Peter J Richards	31-DEC-2012
0001209191-12-059765	/s/ Scott A. Fine, as Managing Member of Empire Capital Management LLC  /s/ Peter J. Richards, as Managing Member of Empire Capital Management LLC	31-DEC-2012
0001209191-12-059765	Scott A Fine	31-DEC-2012
0001127602-12-035286	Rebecca A. Bauer as Attorney-in-Fact	31-DEC-2012
0001144204-12-070284	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001209191-12-059764	/s/ Scott A. Fine, as Managing Member of Empire Capital Management, LLC /s/ Peter J. Richards, as Managing Member of Empire Capital Management, LLC	31-DEC-2012
0001209191-12-059764	Scott A Fine and Peter J Richards, as Managing Partners of Empire GP, LLC as general partner to Empire Onshore	31-DEC-2012
0001209191-12-059764	Scott A Fine	31-DEC-2012
0001209191-12-059764	Scott A Fine and Peter J Richards, as Managing Partners of Empire GP, LLC	31-DEC-2012
0001209191-12-059764	Peter J Richards	31-DEC-2012
0001144204-12-070280	/s/ John A. Doyle, Jr., by Power of Atty.	31-DEC-2012
0001183887-12-000264	/s/ Hamish Dodds  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0000900440-12-000145	/s/ David L. Walter for George R. Whittemore	31-DEC-2012
0001181431-12-067622	Richard J. Lynch	31-DEC-2012
0001181431-12-067621	Faraj Aalaei	31-DEC-2012
0001127602-12-035285	/s/ Brian Dingerdissen, attorney-in-fact for Mr. DeBenedictis	31-DEC-2012
0000950142-12-002462	/s/ Lazbart Oseni, Attorney-in-Fact	31-DEC-2012
0001181431-12-067620	Gerald F. Montry	28-DEC-2012
0001198704-12-000002	By: Erik Lichter For: H Berry Cash	31-DEC-2012
0001209191-12-059763	/s/ Timothy T. Smith Attorney in Fact for Steven M. Smith	31-DEC-2012
0001181431-12-067619	/s/ David E. Smith (on behalf of himself and the other Reporting Persons)	31-DEC-2012
0001137687-12-000003	/s/ Mark E. Secor, Attorney-in-Fact	31-DEC-2012
0001347709-12-000007	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001104659-12-086932	/s/ Marc H. Rubinstein, Attorney-In-Fact	31-DEC-2012
0001104659-12-086931	/s/ Marc H. Rubinstein, Attorney-In-Fact	31-DEC-2012
0001104659-12-086929	/s/ Marc H. Rubinstein, Attorney-In-Fact	31-DEC-2012
0001104659-12-086928	/s/ Marc H. Rubinstein, Attorney-In-Fact	31-DEC-2012
0000745981-12-000059	Shaleen B. Pellerin, Attorney in Fact	31-DEC-2012
0001200593-12-000006	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001200595-12-000004	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0000900440-12-000144	/s/ David L. Walter for John M. Sabin	31-DEC-2012
0001347708-12-000005	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001259242-12-000013	A. Neil Pappalardo, Trustee	31-DEC-2012
0001524185-12-000005	Mark A. Crowe,  Attorney-in-Fact	31-DEC-2012
0001183887-12-000263	/s/ John H. Burgoyne  By: Michael A. Carter, Atty-in-Fact	31-DEC-2012
0001200583-12-000006	Mark A. Crowe., Attorney-in-Fact	31-DEC-2012
0001209191-12-059762	/s/ Bryan A. Sims, Attorney-In-Fact for Donald C. Yonce	31-DEC-2012
0001235126-12-000047	Robert B. Goldberg, under power of attorney	31-DEC-2012
0001200579-12-000005	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001347731-12-000007	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001347731-12-000006	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
0001200573-12-000004	Mark A. Crowe, Attorney-in-Fact	31-DEC-2012
