ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001209191-16-143400	/s/ James A. Fitzgerald, Attorney-in-fact	30-SEP-2016
0001195734-16-000104	By: Robyn Martin For: Matthew Revord	30-SEP-2016
0001287865-16-000044	Emily R. Sawyer, by power of attorney	30-SEP-2016
0001209191-16-143398	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143397	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0000910406-16-000135	/s/ Irwin D. Simon	30-SEP-2016
0001214659-16-013899	Kathleen M. Kirchner, by Power of Attorney	30-SEP-2016
0001214659-16-013898	/s/ Victor M. Casini, Attorney-in-fact	30-SEP-2016
0001209191-16-143396	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001127602-16-063578	/s/ Executed on behalf of Sandra J. Price by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0001209191-16-143395	/s/ James A. Fitzgerald, Attorney-in-fact	30-SEP-2016
0001209191-16-143394	Keith D. Osborn, M.D.	30-SEP-2016
0001209191-16-143392	/s/ Sean Clark, as Attorney-in-Fact for Eric K. Yeaman	30-SEP-2016
0001209191-16-143391	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143389	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001127602-16-063576	Executed on behalf of James A. Mitchell by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0001140361-16-081275	/s/ Bruce Leitch	30-SEP-2016
0001209191-16-143388	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143387	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143386	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143385	By: Karla L. Harlow, Esq. (Attorney-In-Fact)	30-SEP-2016
0001562151-16-000195	/s/ Shannon McLaren as Attorney-in-Fact	30-SEP-2016
0001225208-16-039784	Lisa P. Wang, Attorney-In-Fact	30-SEP-2016
0001127602-16-063574	Executed on behalf of Thomas D. Hyde by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0001209191-16-143384	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001685957-16-000001	/s/ Selina Ibarra, as attorney-in-fact for Laurent R. Wolffsheim	30-SEP-2016
0001209191-16-143383	/s/Nayda Rivera	30-SEP-2016
0001209191-16-143381	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143380	/s/ Jessica H. Root, Attorney-in-Fact	30-SEP-2016
0001209191-16-143379	/s/Aurelio Aleman	30-SEP-2016
0001127602-16-063572	/s/ Jeffrey P. Grogin, attorney-in-fact for Ms. McCallion	30-SEP-2016
0001209191-16-143378	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001225208-16-039783	Mark N. Rogers, Attorney-in-Fact	30-SEP-2016
0000006885-16-000610	/s/ R.E. Stasyszen, Attorney in Fact for Thorsten I. Weber	30-SEP-2016
0001209191-16-143377	/s/Donald Kafka	30-SEP-2016
0001209191-16-143376	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001209191-16-143375	/s/ Carolyn Tang, Attorney-in-fact	30-SEP-2016
0001127602-16-063569	Executed on behalf of Ann D. Murtlow by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0001209191-16-143374	/s/Thomas Michael McDonald	30-SEP-2016
0001140361-16-081272	/s/ Neal Nenadovic	30-SEP-2016
0000891839-16-000271	/s/ Sharon E. Underberg, Attorney-in-fact for Terry R. Taber	30-SEP-2016
0000899243-16-030462	/s/ Gregory M. Share	30-SEP-2016
0001209191-16-143373	/s/Carlos Power	30-SEP-2016
0000899243-16-030461	/s/ Karin-Joyce Tjon Sien Fat	30-SEP-2016
0000899243-16-030460	/s/ Paul N. Gorup	30-SEP-2016
0001140361-16-081269	Michael G. Andrews under POA for the benefit of Martin F. Roper	30-SEP-2016
0001209191-16-143372	/s/Emilio Martino	30-SEP-2016
0001209191-16-143371	/s/Ginoris Lopez-Lay	30-SEP-2016
0001052918-16-001308	/s/ James McGregor, Managing Member	23-SEP-2016
0000899243-16-030459	/s/ Jayne L. Rothman	30-SEP-2016
0000891839-16-000270	/s/ Sharon E. Underberg, Attorney-in-fact for Eric H. Samuels	30-SEP-2016
0001287865-16-000043	Emily R. Sawyer, by power of attorney	30-SEP-2016
0001123292-16-002787	/s/ Steven F. Siegel	30-SEP-2016
0001127602-16-063567	Executed on behalf of John J. Sherman by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0000899243-16-030456	/s/ Kevin L. Robert	30-SEP-2016
0001179110-16-030102	Tanya M. Stanich, Assistant Secretary	30-SEP-2016
0000899243-16-030455	/s/ Barry D. LeBlanc	30-SEP-2016
0001209191-16-143370	/s/ Jeff Risenmay, attorney-in-fact	30-SEP-2016
0000899243-16-030452	/s/ Joel Pelofsky	30-SEP-2016
0001209191-16-143369	/s/Lawrence Odell	30-SEP-2016
0001209191-16-143368	/s/Cassan Pancham	30-SEP-2016
0001593968-16-001072	By: Stephen P. Holt for Yalon S. Farhi by Power of Attorney	30-SEP-2016
0000899243-16-030451	/s/ Tom W. Olofson	30-SEP-2016
0000899243-16-030449	/s/ Brad D. Scott	30-SEP-2016
0000899243-16-030448	/s/ Edward M. Connolly Jr.	30-SEP-2016
0001400482-16-000232	/s/ John Gebhart	30-SEP-2016
0000899243-16-030447	/s/ Bryan W. Satterlee	30-SEP-2016
0000891839-16-000269	/s/ Sharon E. Underberg, Attorney-in-fact for John O'Grady	30-SEP-2016
0001127602-16-063564	Executed on behalf of David L. Bodde by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0000950157-16-002279	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001209191-16-143366	/s/Calixto Garcia	30-SEP-2016
0001593968-16-001071	By: Stephen P. Holt for Yalon S. Farhi by Power of Attorney	30-SEP-2016
0000899243-16-030445	/s/ Douglas M. Gaston	30-SEP-2016
0001213900-16-017214	/s/Prokopios (Akis) Tsirigakis Authorized Person, Astra Maritime Corp.	30-SEP-2016
0001213900-16-017214	/s/Prokopios (Akis) Tsirigakis Authorized Person, Dominium Investments Inc.	30-SEP-2016
0001213900-16-017214	/s/Prokopios (Akis) Tsirigakis	30-SEP-2016
0001209191-16-143365	/s/ Stacy Taylor, attorney-in-fact	30-SEP-2016
0000899243-16-030443	/s/ Michael Suchsland	30-SEP-2016
0001213900-16-017212	/s/ George Syllantavos	30-SEP-2016
0001213900-16-017212	/s/ George Syllantavos, Authorized Person, Firmus Investments Inc.	30-SEP-2016
0001213900-16-017212	/s/ George Syllantavos, Authorized Person, Magellan Investments Corp.	30-SEP-2016
0001140361-16-081266	/s/ John K. Wilson, Attorney-in-Fact for John L. Stauch	30-SEP-2016
0000950157-16-002278	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001140361-16-081265	/s/ John K. Wilson, Attorney-in-Fact for Alok Maskara	30-SEP-2016
0001127602-16-063563	Executed on behalf of Gary D. Forsee by Jaileah X. Huddleston, attorney-in-fact	30-SEP-2016
0001209191-16-143363	/s/Orlando Berges	30-SEP-2016
0001140361-16-081264	/s/ John K. Wilson, Attorney-in-Fact for Angela D. Jilek	30-SEP-2016
0000891839-16-000268	/s/ Sharon E. Underberg, Attorney-in-fact for Brad W. Kruchten	30-SEP-2016
0001140361-16-081262	/s/ John K. Wilson, Attorney-in-Fact for Randall J. Hogan	30-SEP-2016
0001213900-16-017210	/s/ Tiziano Paravagna	30-SEP-2016
0001144204-16-126355	/s/ D. Kyle Cerminara	30-SEP-2016
0001144204-16-126355	/s/ Joseph H. Moglia	30-SEP-2016
0001144204-16-126355	FUNDAMENTAL GLOBAL INVESTORS, LLC, /s/ D. Kyle Cerminara, Chief Executive Officer, Partner and Manager	30-SEP-2016
0001144204-16-126355	BALLANTYNE STRONG, INC., /s/ D. Kyle Cerminara, Chief Executive Officer	30-SEP-2016
0001144204-16-126355	/s/ Lewis M. Johnson	30-SEP-2016
0001140361-16-081261	/s/ John K. Wilson, Attorney-in-Fact for Karl R. Frykman	30-SEP-2016
0001213900-16-017208	/s/ Eleonora (Liona) Bacha	30-SEP-2016
0001140361-16-081260	/s/ John K. Wilson, Attorney-in-Fact for Mark C. Borin	30-SEP-2016
0001560207-16-000013	Legion Partners Asset Management, LLC, By: /s/ Bradley S. Vizi, Managing Director	30-SEP-2016
0001560207-16-000013	Legion Partners, L.P. I, By: Legion Partners Asset Management, LLC, By: /s/ Bradley S. Vizi, Managing Member	30-SEP-2016
0001560207-16-000013	Legion Partners, L.P. II, By: Legion Partners Asset Management, LLC, By: /s/ Bradley S. Vizi, Managing Member	30-SEP-2016
0001560207-16-000013	Legion Partners Special Opportunities, L.P. II, By: Legion Partners Asset Management, LLC, By: /s/ Bradley S. Vizi, Managing Member	30-SEP-2016
0001560207-16-000013	Legion Partners, LLC, By: Legion Partners Holdings, LLC, By: /s/ Bradley S. Vizi, Managing Member	30-SEP-2016
0000876167-16-000100	Stephen Faberman, Attorney-in-Fact	30-SEP-2016
0001560207-16-000013	Legion Partners Holdings, LLC, By: /s/ Bradley S. Vizi, Managing Member	30-SEP-2016
0001560207-16-000013	/s/ Bradley S. Vizi	30-SEP-2016
0001560207-16-000013	/s/ Christopher S. Kiper	30-SEP-2016
0001560207-16-000013	/s/ Raymond T. White	30-SEP-2016
0001213900-16-017206	/s/ Alexandros Argyros	30-SEP-2016
0001179110-16-030101	/s/  Julia A. Gardner, Attorney-in-Fact for William J. Barrett	30-SEP-2016
0000891839-16-000267	/s/ Sharon E. Underberg, Attorney-in-fact for Philip Cullimore	30-SEP-2016
0000950157-16-002277	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001683692-16-000014	/s/ William Farah as Attorney in Fact for Sean O'Sullivan	30-SEP-2016
0000950157-16-002274	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001140361-16-081258	/s/ Michael Kernan, Authorized Signatory	29-SEP-2016
0000950157-16-002273	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001209191-16-143362	/s/ Jason Gao, Attorney-in-Fact	30-SEP-2016
0001373715-16-000413	/s/ Daniel R. McGee by Matthew Kelly, Attorney-in-Fact	30-SEP-2016
0001209191-16-143361	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0000950157-16-002272	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001209191-16-143360	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0000950157-16-002271	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0000899243-16-030439	/s/ R. Wallace Wertsch	30-SEP-2016
0000899243-16-030438	/s/ R. Wallace Wertsch	30-SEP-2016
0001209191-16-143359	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0001209191-16-143358	/s/ Dottie Boudreau by Power of Attorney	30-SEP-2016
0001209191-16-143357	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0001209191-16-143356	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0000899243-16-030437	/s/ R. Wallace Wertsch	30-SEP-2016
0001209191-16-143355	Michele R. Cappello, attorney-in-fact	30-SEP-2016
0001209191-16-143354	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0001023128-16-000131	By: Larissa McAlister, Attorney-in-Fact	30-SEP-2016
0001513908-16-000064	/s/ Sigmund Anderman	29-SEP-2016
0001209191-16-143352	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0001209191-16-143351	Warren H. Mondschein, Attorney-in-Fact	30-SEP-2016
0000950157-16-002270	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0000950157-16-002269	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0000950157-16-002268	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001140361-16-081253	Tara M. Stoffel, Attorney in fact for Kim Williams	30-SEP-2016
0001140361-16-081251	Tara M. Stoffel, Attorney in fact for David A. Westerlund	30-SEP-2016
0000950157-16-002267	Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0000950157-16-002266	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001140361-16-081249	Tara M. Stoffel, Attorney in fact for Christopher J. Policinski	30-SEP-2016
0000950157-16-002265	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001127602-16-063560	/s/ Annachiara Jones, attorney-in-fact	30-SEP-2016
0001127602-16-063559	/s/ David L. Green, attorney-in-fact for Mr. Robert H.B. Baldwin, Jr.	30-SEP-2016
0001209191-16-143349	Jay L. Tobin, Attorney-in-Fact	30-SEP-2016
0001140361-16-081245	Tara M. Stoffel, Attorney in Fact for Richard T. O'Brien	30-SEP-2016
0000950157-16-002264	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0000904454-16-001461	/s/ Charles Frumberg	30-SEP-2016
0000904454-16-001461	/s/ Charles Frumberg, as Managing Member of Emancipation Capital LLC	30-SEP-2016
0000904454-16-001461	/s/ Charles Frumberg, as Managing Member of Emancipation Capital LLC, Managing Member of Emancipation Capital SPV IV LLC	30-SEP-2016
0000904454-16-001461	/s/ Charles Frumberg, as Director of Emancipation Capital Master, Ltd.	30-SEP-2016
0000904454-16-001461	/s/ Charles Frumberg, as Managing Member of Emancipation Management LLC	30-SEP-2016
0001140361-16-081243	Lazarus Investment Partners LLLP By:  Lazarus Management Company LLC, its general partner By:  /s/ Justin B. Borus, manager	30-SEP-2016
0001140361-16-081243	Lazarus Israel Opportunities Fund II LLLP By: Lazarus Management Company LLC, its general partner By: /s/ Justin B. Borus, manager	30-SEP-2016
0001140361-16-081243	Lazarus Israel Opportunities Fund LLLP By: Lazarus Management Company LLC, its general partner By: /s/ Justin B. Borus, manager	30-SEP-2016
0001140361-16-081243	/s/ Justin B. Borus	30-SEP-2016
0001140361-16-081243	Lazarus Management Company LLC By: /s/ Justin B. Borus, manager	30-SEP-2016
0001209191-16-143347	Citigroup Inc., By: /s/ Ronny Ostrow, Assistant Secretary	30-SEP-2016
0001683168-16-000228	/s/ Mahnaz Ebrahimi, Attorney-in-Fact	30-SEP-2016
0001259242-16-000037	A. Neil Pappalardo, Trustee	30-SEP-2016
0000950157-16-002263	/s/ Issa O. Yesufu, Attorney-in-fact	30-SEP-2016
0001140361-16-081242	Tara M. Stoffel, Attorney in Fact for Gail K. Boudreaux	30-SEP-2016
0001683168-16-000227	/s/ Mahnaz Ebrahimi, Attorney-in-Fact	30-SEP-2016
0001683168-16-000226	/s/ Mahnaz Ebrahimi, Attorney-in-Fact	30-SEP-2016
0001209191-16-143346	Jay L. Tobin, Attorney-in-Fact	30-SEP-2016
0001254037-16-000001	Richard Soloway	30-SEP-2016
0001209191-16-143345	Citigroup Inc., By: /s/ Ronny Ostrow, Assistant Secretary	30-SEP-2016
0001127602-16-063556	/s/ David L. Green, attorney-in-fact for John Partridge	30-SEP-2016
0001679822-16-000005	Amanda Abrams, attorney-in-fact	30-SEP-2016
0001179110-16-030099	/s/ Howard Liang, as attorney-in-fact	29-SEP-2016
0001209191-16-143343	Citigroup Inc., By: /s/ Ronny Ostrow, Assistant Secretary	30-SEP-2016
0001127602-16-063554	/s/ David Green as attorney-in-fact for Michael W. Trapp	30-SEP-2016
0001679177-16-000004	Amanda Abrams, attorney-in-fact	30-SEP-2016
0001209191-16-143342	Citigroup Inc., By: /s/ Ronny Ostrow, Assistant Secretary	30-SEP-2016
0001127602-16-063552	/s/ Mark A. Hellerstein	30-SEP-2016
0001209191-16-143340	/s/ Lina Davidian as attorney-in-fact for Mark L. Shifke	30-SEP-2016
0001127602-16-063550	/s/ David L. Green, attorney-in-fact for Mr. Mitchell L. Hollin	30-SEP-2016
0000950157-16-002262	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001209191-16-143339	Omar White, Attorney-In-Fact	30-SEP-2016
0000950157-16-002261	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001026608-16-000120	/s/ Susan H. Murphy	30-SEP-2016
0001453814-16-000299	/s/ Kathryn E. Schneider, Attorney-in-Fact	30-SEP-2016
0001398987-16-000337	/s/ Seth I. Truwit, as attorney-in-fact for Bruce Zipf	29-SEP-2016
0001273348-16-000025	Robert C. Murray, Sr., President	30-SEP-2016
0001127602-16-063548	/s/ David L. Green, attorney-in-fact for Mr. Bruno	30-SEP-2016
0001398987-16-000336	/s/ Seth I. Truwit, as attorney-in-fact for Marilyn J. Wasser	29-SEP-2016
0001398987-16-000335	/s/ Seth I. Truwit, as attorney-in-fact for Richard A. Smith	29-SEP-2016
0000950157-16-002260	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0000950157-16-002259	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001398987-16-000334	/s/ Seth I. Truwit, as attorney-in-fact for Alexander E. Perriello III	29-SEP-2016
0001398987-16-000333	/s/ Seth I. Truwit, as attorney-in-fact for Kevin J. Kelleher	29-SEP-2016
0001127602-16-063546	/s/ Nancy A. McGrath, Attorney-In-Fact	30-SEP-2016
0000950157-16-002258	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001398987-16-000331	/s/ Seth I. Truwit, as attorney-in-fact for Anthony E. Hull	29-SEP-2016
0000950157-16-002257	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001179110-16-030098	/s/ John C. Grothaus, attorney-in-fact	30-SEP-2016
0001179110-16-030097	/s/ John C. Grothaus, attorney-in-fact	30-SEP-2016
0000950157-16-002256	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001014108-16-000517	/s/John C. Ferrara	30-SEP-2016
0001679822-16-000004	Amanda Abrams, attorney-in-fact	30-SEP-2016
0001398987-16-000329	/s/ Seth I. Truwit, as attorney-in-fact for Sunita Holzer	29-SEP-2016
0001179110-16-030096	Michael Piper	30-SEP-2016
0001127602-16-063545	/s/ Nancy A. McGrath, Attorney-In-Fact	30-SEP-2016
0000950157-16-002255	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001209191-16-143332	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0000950157-16-002254	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001144204-16-126317	/s/ Eric Richman	30-SEP-2016
0001209191-16-143331	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0001209191-16-143330	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0000950157-16-002253	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001019056-16-001565	/s/ Joseph Edelman, managing member of Perceptive Advisors LLC	30-SEP-2016
0001144204-16-126315	/s/ Joseph Talamo, By: /s/ Todd C. Girolamo, Esq., Attorney-in-Fact	30-SEP-2016
0001209191-16-143329	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0001253873-16-000002	Kevin S. Buchel	30-SEP-2016
0001144204-16-126314	/s/ Robert A. Preti, By: /s/ Todd C. Girolamo, Esq., Attorney-in-Fact	30-SEP-2016
0001209191-16-143326	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0001144204-16-126313	/s/ David J. Mazzo, By: /s/ Todd C. Girolamo, Esq., Attorney-in-Fact	30-SEP-2016
0001209191-16-143325	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0000950157-16-002252	/s/ Issa O. Yesufu, Attorney-in-Fact	30-SEP-2016
0001127602-16-063544	/s/ David L. Green, attorney-in-fact for Ruth Ann Marshall	30-SEP-2016
0001144204-16-126311	/s/ Douglas W. Losordo, By: /s/ Todd C. Girolamo, Esq., Attorney-in-Fact	30-SEP-2016
0001209191-16-143324	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0001144204-16-126309	/s/ Daniel L. Alkon	30-SEP-2016
0001209191-16-143323	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0001493152-16-013755	/s/ Norman Roth	29-SEP-2016
0001209191-16-143322	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
0001209191-16-143321	/s/ Sasha Keough, attorney-in-fact	30-SEP-2016
