ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001233253-12-000006	/s/ Alex F. Sutter, attorney-in-fact on behalf of Arnold C. Hanish	28-SEP-2012
0001088020-12-000056	/s/ C. Richard Stafford	28-SEP-2012
0000921691-12-000029	Kenneth Cole	28-SEP-2012
0001246360-12-003900	Kenneth A Olson under POA for Stephen Hadden	28-SEP-2012
0001179110-12-014623	/s/ James S.J. Manuso	28-SEP-2012
0001054833-12-000072	Shirley R. Smith on behalf of Lawrence N. Kugelman by Power of Attorney	28-SEP-2012
0001484364-12-000038	/s/ Michael T. Flynn	28-SEP-2012
0001437749-12-009864	/s/ Bryan D. Happ	28-SEP-2012
0001238255-12-000025	Stephanie Brinsfield by Power of Attorney for John T. Wyatt	27-SEP-2012
0001104659-12-066452	/s/Michael A. Kahn	27-SEP-2012
0001104659-12-066451	/s/Mark W. DeYoung	27-SEP-2012
0001238255-12-000024	Stephanie Brinsfield by Power of Attorney for Winifred Markus Webb	27-SEP-2012
0001238255-12-000023	STEPHANIE BRINSFIELD by Power of Attorney for David M. Tehle	27-SEP-2012
0001140361-12-041949	/s/ Jeff Molin as Attorney-in-Fact for Francis B. Moschella	28-SEP-2012
0001140361-12-041948	/s/ Jeff Molin as Attorney-in-Fact for Lisa McDermott	28-SEP-2012
0001238255-12-000022	Stephanie Brinsfield by Power of Attorney for James M. Myers	27-SEP-2012
0001231977-12-000072	/s/ Leonard Bell	28-SEP-2012
0001352414-12-000015	James S. Evans	28-SEP-2012
0001140361-12-041947	/s/ Kim R. Tsuchimoto, VP Finance, Raptor Pharmaceutical Corp., Attorney-in-fact	28-SEP-2012
0001238255-12-000021	STEPHANIE BRINSFIELD by Power of Attorney for Michael W. Murphy	27-SEP-2012
0001437749-12-009863	/s/ Peter G. Walsh	28-SEP-2012
0001127602-12-027416	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001246360-12-003898	/s/ Jeanne Gammon Attorney-in-Fact for Glenn S. Johnson	28-SEP-2012
0001246360-12-003897	Kenneth A Olson under POA for Thomas Jamieson	28-SEP-2012
0001238255-12-000020	STEPHANIE BRINSFIELD by Power of Attorney for Madeleine Kleiner	27-SEP-2012
0001437749-12-009862	/s/ Philip A. Hadley	28-SEP-2012
0001127602-12-027415	/s/ Charles A. Bittenbender, attorney-in-fact	28-SEP-2012
0001140361-12-041946	/s/ Matt Camp, as Attorney-in-Fact	28-SEP-2012
0001238255-12-000019	STEPHANIE BRINSFIELD by Power of Attorney for DAVID GOEBEL	27-SEP-2012
0001140361-12-041945	/s/ Matt Camp, as Attorney-in-Fact	28-SEP-2012
0001246360-12-003896	Kenneth A Olson under POA for Robert Heinemann	28-SEP-2012
0001010412-12-000348	/s/Douglas Polinsky	28-SEP-2012
0001437749-12-009861	/s/ Kieran M. Kennedy	28-SEP-2012
0001140361-12-041944	/s/ Robert B. Goldstein	28-SEP-2012
0001140361-12-041944	/s/ Eugene A. Ludwig, the managing member of CAPGEN CAPITAL GROUP VI LLC, the general partner of CAPGEN CAPITAL GROUP VI LP	28-SEP-2012
0001140361-12-041944	/s/ Eugene A. Ludwig	28-SEP-2012
0001140361-12-041943	Kathryn J Henely	28-SEP-2012
0001246360-12-003895	Kenneth A. Olson under POA for Michael Reddin	28-SEP-2012
0001246360-12-003894	Kenneth A Olson under POA for William Bush	28-SEP-2012
0001246360-12-003892	Kenneth A Olson under POA for John Keller	28-SEP-2012
0001246360-12-003891	Kenneth A Olson under POA for Stephen Cropper	28-SEP-2012
0001246360-12-003890	Kenneth A Olson under POA for J. Gaul	28-SEP-2012
0001437749-12-009860	/s/ Maurizio Nicolelli	28-SEP-2012
0001010412-12-000347	/s/Denis Yevstifeyev	28-SEP-2012
0001437749-12-009859	/s/ Philip A. Hadley	28-SEP-2012
0001104659-12-066442	/s/ Katherine M. Whalen attorney-in-fact for John R. Muse	28-SEP-2012
0001144204-12-053771	/s/ William C. Andrews, Attorney-in-fact	28-SEP-2012
0000092380-12-000095	Marilyn R. Post, on behalf of and as attorney-in-fact for Tammy Romo	28-SEP-2012
0001246360-12-003889	Kenneth A Olson under POA for Martin Young	28-SEP-2012
0001246360-12-003887	Kenneth A Olson under POA for Ralph Busch	28-SEP-2012
0001010412-12-000346	/s/J. Gregory Smith	28-SEP-2012
0001127602-12-027409	/s/ Sam Fleischmann, Attorney-in-Fact for Maynard Webb	28-SEP-2012
0001104659-12-066440	/s/ Justin J. Saunders, attorney-in-fact for Mark S. Howells	28-SEP-2012
0001181431-12-052300	/s/ David I. Portnoy	28-SEP-2012
0001209191-12-046936	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001437749-12-009857	/s/ Charles J. Snyder	28-SEP-2012
0001209191-12-046935	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001182292-12-000008	Chad E. Paulson	28-SEP-2012
0001179110-12-014622	David F. Duvick, as Attorney-In-Fact for Christophe Beck	28-SEP-2012
0001209191-12-046934	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001375215-12-000013	Jack Wagenti	28-SEP-2012
0001010412-12-000345	/s/John Busshaus	28-SEP-2012
0001209191-12-046933	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001209191-12-046932	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001209191-12-046931	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001209191-12-046930	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001179110-12-014621	Adam Averbach by Power of Attorney	28-SEP-2012
0001209191-12-046928	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001179110-12-014620	/s/Peter J. Moerbeek, by power of attorney	28-SEP-2012
0001375215-12-000012	Jack Wagenti	28-SEP-2012
0001010412-12-000344	/s/Christopher J. Spencer	28-SEP-2012
0001225208-12-020215	Attorney in Fact, Augustus I. duPont	28-SEP-2012
0001181431-12-052298	/s/  Greg S. Lea, Attorney in Fact for Mark B. Knudson	28-SEP-2012
0001209191-12-046927	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001179110-12-014619	/s/ Peter J. Moerbeek, by power of attorney	28-SEP-2012
0001181431-12-052297	/s/ Greg S. Lea	28-SEP-2012
0001181431-12-052296	/s/ Greg S. Lea, Attorney in Fact for Adrianus (Jos) Donders	28-SEP-2012
0001209191-12-046926	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001181431-12-052295	/s/ Greg S. Lea, Attorney-in-Fact for Katherine S. Tweden	28-SEP-2012
0001209191-12-046925	Deanna K. Nakashima, attorney-in-fact	28-SEP-2012
0001140361-12-041939	/s/ Kim R. Tsuchimoto, VP Finance, Raptor Pharmaceutical Corp., Attorney-in-fact	27-SEP-2012
0001209191-12-046924	Stuart I. Rosen, Attorney-In-Fact for Edward P. Garden, member of the general partner of Trian Fund Management, L.P.	28-SEP-2012
0001209191-12-046924	Stuart I. Rosen, Attorney-In-Fact for Nelson Peltz	28-SEP-2012
0001478748-12-000007	Chad E. Paulson	28-SEP-2012
0001375215-12-000011	Jack Wagenti	28-SEP-2012
0001553638-12-000011	/S/ GREGG NEWHUIS	28-SEP-2012
0001140361-12-041937	/s/ Peter B. Orthwein	28-SEP-2012
0001437055-12-000043	Jeffrey S. Mecom, Attorney-in-Fact	28-SEP-2012
0001181431-12-052294	/s/ Jeffrey R. Elson by Dathan C. Voelter under Power of Attorney	28-SEP-2012
0001246360-12-003881	Randall D. Young for Robert L. Tritt by power of attorney	28-SEP-2012
0001225208-12-020213	/s/ Kathleen Philips, Attorney-in-Fact	28-SEP-2012
0001054833-12-000071	Shirley R. Smith on behalf of John J. Ruhlmann by Power of Attorney	28-SEP-2012
0001181431-12-052293	/s/ Roberta S. Cohen by power-of-attorney	28-SEP-2012
0001181431-12-052292	/s/ Rina E. Teran, Assistant Corporate Secretary of Xylem Inc., by power of attorney for Steven R. Loranger	28-SEP-2012
0000003570-12-000131	/s/ Cara E. Carlson under POA by Nuno Brandolini	28-SEP-2012
0001241077-12-000008	Chad E. Paulson	28-SEP-2012
0001140361-12-041931	/s/ Kim R. Tsuchimoto, VP Finance, Raptor Pharmaceutical Corp., Attorney-in-fact	28-SEP-2012
0000892712-12-000521	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001104659-12-066403	/s/ Marcus George, by Sarah Alexander as attorney-in-fact	28-SEP-2012
0001104659-12-066402	Marcus George for CHS CAPITAL LLC	28-SEP-2012
0001104659-12-066402	Marcus George for CHS PRIVATE EQUITY V LP	28-SEP-2012
0001104659-12-066402	Marcus George for CHS MANAGEMENT V LP	28-SEP-2012
0000892712-12-000520	Richard D. Schepp	28-SEP-2012
0001127602-12-027400	/s/ Karla J. Gehlen, attorney-in-fact	28-SEP-2012
0000892712-12-000519	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001140361-12-041930	/s/ Kim R. Tsuchimoto, VP Finance, Raptor Pharmaceutical Corp., Attorney-in-fact	28-SEP-2012
0001144204-12-053724	/s/ Steven W. Lefkowitz	28-SEP-2012
0000892712-12-000518	(Richard D. Schepp P.O.A.)	28-SEP-2012
0001144204-12-053723	/s/ Arlan Clayton	28-SEP-2012
0001127602-12-027399	/s/ Karla J. Gehlen, attorney-in-fact	28-SEP-2012
0000892712-12-000517	(Richard D. Schepp P.O.A.)	28-SEP-2012
0001140361-12-041929	/s/ Kim R. Tsuchimoto, VP Finance, Raptor Pharmaceutical Corp., Attorney-in-fact	28-SEP-2012
0000909954-12-000067	/s/ Valerie Jennings pursuant to a Power of Attorney	28-SEP-2012
0000892712-12-000516	(Richard D. Schepp P.O.A.)	28-SEP-2012
0001144204-12-053715	/s/ Matthew Duffy	28-SEP-2012
0000885590-12-000057	by: Nicholas Zanoni for Sue Hall	28-SEP-2012
0000892712-12-000515	(Richard D.Schepp P.O.A.)	28-SEP-2012
0000892712-12-000514	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001181431-12-052288	ESL INVESTORS, L.L.C., By: RBS Partners, L.P., Its: Manager, By: ESL Investments, Inc., Its: General Partner, By: /s/ Edward S. Lampert, Name: Edward S. Lampert, Title: Chief Executive Officer	28-SEP-2012
0000892712-12-000513	(Richard D.Schepp P.O.A.)	28-SEP-2012
0000892712-12-000512	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001144204-12-053712	/s/ Stefan Peter, Member, SOPAK AG	28-SEP-2012
0001144204-12-053712	/s/ Steven Kalmin, Director, GLENCORE INTERNATIONAL PLC	28-SEP-2012
0001144204-12-053712	/s/ Andreas Hubmann, Chairman, GLENCORE INTERNATIONAL AG	28-SEP-2012
0001144204-12-053712	/s/ Andreas Hubmann, Chairman, GLENCORE AG	28-SEP-2012
0001144204-12-053712	/s/ Stefan Peter, Member, GLENCORE AG	28-SEP-2012
0001144204-12-053712	/s/ Andreas Hubmann, Chairman, SOPAK AG	28-SEP-2012
0001144204-12-053712	/s/ Gerda Schwindt, Officer, GLENCORE INTERNATIONAL AG	28-SEP-2012
0001504652-12-000008	Chad E. Paulson	28-SEP-2012
0001181431-12-052287	/s/ Nicole Brookshire, Attorney-in-Fact	28-SEP-2012
0000892712-12-000511	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001225208-12-020212	By: Jodie Simon Friedman, attorney in fact	28-SEP-2012
0001225208-12-020211	By: Jodie Simon Friedman, attorney in fact	28-SEP-2012
0001225208-12-020210	By: Jodie Simon Friedman, attorney in fact	28-SEP-2012
0000892712-12-000510	(Richard D.Schepp P.O.A.)	28-SEP-2012
0000892712-12-000509	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001140361-12-041928	/s/ George P. Hoyt by Power of Attorney for Carol L. Colman	28-SEP-2012
0000892712-12-000508	(Richard D.Schepp P.O.A.)	28-SEP-2012
0000892712-12-000507	(Richard D.Schepp P.O.A.)	28-SEP-2012
0000892712-12-000506	(Richard D.Schepp P.O.A.)	28-SEP-2012
0001181431-12-052286	/s/ Charles M Dauber, as attorney-in-fact for James J. Steffek	28-SEP-2012
0000892712-12-000505	(Richard D. Schepp P.O.A.)	28-SEP-2012
0000885590-12-000056	by: Nicholas Zanoni for Rajiv De Silva	28-SEP-2012
0000892712-12-000504	(Richard D. Schepp P.O.A.)	28-SEP-2012
0001127602-12-027397	/s/ Lucy Fato, Attorney-in-Fact	28-SEP-2012
0001127602-12-027396	/s/Kathryn E. Sena, attorney-in-fact for Mr. Klein	28-SEP-2012
0001181431-12-052282	TA Associates SPF L.P., By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052282	TA Strategic Partners Fund B L.P., By TA Associates SPF L.P., Its General Partner, By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052282	TA Strategic Partners Fund A L.P., By TA Associates SPF L.P., Its General Partner, By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052282	TA Associates, L.P., By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052282	TA Investors II L.P., By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA Associates AP IV L.P., By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA Associates AP V L.P., By TA Associates, L.P., Its General Parter, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA Atlantic and Pacific V L.P., By TA Associates AP V L.P., Its General Partner, By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA Associates IX LLC, By TA Associates, L.P., Its Manager, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA IX L.P., By TA Associates IX LLC, Its General Partner, By TA Associates, L.P., Its Manager, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA Associates, L.P. By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001181431-12-052281	TA/Atlantic and Pacific IV L.P., By TA Associates AP IV L.P., Its General Partner, By TA Associates, L.P., Its General Partner, By Thomas P. Alber, Chief Financial Officer	28-SEP-2012
0001248915-12-000094	/s/ Frederic Dorwart	28-SEP-2012
0001144204-12-053691	/s/ Clifford McFarland	27-SEP-2012
0001213900-12-005476	/s/ Jan Burman	28-SEP-2012
0001140361-12-041923	Jonathan David Weiss	28-SEP-2012
0001225208-12-020209	/s/ Cascade Investment, L.L.C. by Alan Heuberger as attorney-in-fact for Michael Larson, Business Manager	28-SEP-2012
0001225208-12-020209	/s/ William H. Gates III by Alan Heuberger, Attorney-in-fact	28-SEP-2012
0001474064-12-000055	Ed Stratemeier as Attorney-in-fact	28-SEP-2012
0001209191-12-046923	/s/ Donald R. Reynolds, Attorney-in-Fact	28-SEP-2012
0001181431-12-052274	/s/ Charles M Dauber, as attorney-in-fact for James J. Steffek	28-SEP-2012
0001209191-12-046922	/s/ Kevin P. Collins	26-SEP-2012
0001181431-12-052271	/s/ Gautam Shah	28-SEP-2012
0001209191-12-046921	/s/ Ann Siebecker, attorney-in-fact for Daniel A. D?Aniello, Director of Carlyle Financial Sevices, Ltd., the general partner of TCG Financial Services, L.P.	28-SEP-2012
0000885590-12-000055	by: Nicholas Zanoni for Robert Chai-Onn	28-SEP-2012
0001054833-12-000070	Shirley R. Smith on behalf of Thomas C. Zielinski by Power of Attorney	28-SEP-2012
0001209191-12-046919	Kathleen K. Hollenbeck, under power of attorney	28-SEP-2012
0001209191-12-046918	/s/ Pamela S. Brown Attorney-in-Fact for Angy C. Chin	28-SEP-2012
0001127602-12-027392	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001144204-12-053664	/s/ Terry K. Dorsey	27-SEP-2012
0001127602-12-027389	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001144204-12-053662	/s/ Terry K. Dosey	27-SEP-2012
0001181431-12-052270	Richard T. Gieryn, Jr., Attorney-in-Fact	28-SEP-2012
0001127602-12-027387	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001127602-12-027385	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001072627-12-000069	/s/ Bradley S. Diericx	28-SEP-2012
0001225208-12-020206	John J. Gasparovic as attorney-in-fact for Stefan Demmerle	28-SEP-2012
0001240151-12-000097	Sheilagh M. Clarke, Attorney-in-Fact for James E. Preston	28-SEP-2012
0001127602-12-027383	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001209191-12-046916	Sheila M. Linton, as attorney--in-fact for J. Randolph Babbutt	28-SEP-2012
0001209191-12-046915	/s/David Cuthbert	28-SEP-2012
0001140361-12-041914	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0001127602-12-027381	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001140361-12-041912	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0001127602-12-027379	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001140361-12-041910	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0001313337-12-000013	Samuel A. Flax	28-SEP-2012
0001140361-12-041908	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0001127602-12-027377	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001127602-12-027376	/s/Kathryn E. Sena, attorney-in-fact for Ms. Varet	28-SEP-2012
0001362182-12-000008	Bryan P. Healey	25-SEP-2012
0001140361-12-041902	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0000315066-12-003947	Scott C. Goebel, Duly authorized under Powers of Attorney effective as of June 1, 2008, by and on behalf of FMR LLC and its direct and indirect subsidiaries, by and on behalf of Edward C. Johnson 3d, and by and on behalf of FIL Limited	28-SEP-2012
0001415889-12-001440	/s/ Barry Honig	28-SEP-2012
0001209191-12-046913	/s/ Timothy T. Smith Attorney in Fact for Steven M. Smith	28-SEP-2012
0001127602-12-027374	/s/ John A. Niemoeller, attorney-in-fact	28-SEP-2012
0001140361-12-041900	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0001207148-12-000004	Jennifer M. Kingston, Power of Attorney	28-SEP-2012
0001140361-12-041897	/s/ Adam P. Wheeler, pursuant to power of attorney	28-SEP-2012
0001209191-12-046911	/s/George E Steinemann	28-SEP-2012
0001209191-12-046910	By:  Judith A. Steiner For:  J. Michael Hochschwender	28-SEP-2012
0000950138-12-000477	/s/ James A. Cooper	26-SEP-2012
0001209191-12-046907	/s/ Clayton Trier	28-SEP-2012
0001127602-12-027372	/s/ Debra S. Anderson, Power of Attorney	28-SEP-2012
0001127602-12-027370	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001209191-12-046905	Michael A. Santivasci, Attorney in Fact	28-SEP-2012
0001209191-12-046906	By:  Judith A. Steiner For:  John C. Blickle	28-SEP-2012
0001140361-12-041895	/s/ Alan Schick, pursuant to power of attorney	28-SEP-2012
0001122304-12-000126	ELLEN M. HANCOCK, by Melinda Westbrook, Attorney-in-Fact	28-SEP-2012
0001127602-12-027369	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001513162-12-000773	/s/ John H. Roop	28-SEP-2012
0001127602-12-027368	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001144204-12-053613	/s/ John W. Florsheim	28-SEP-2012
0001127602-12-027367	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001127602-12-027366	/s/ Power of Attorney, Kenneth V. Moreland, Chief Financial Officer	28-SEP-2012
0001496877-12-000064	Linda Kuipers, Attorney-in-Fact	28-SEP-2012
0001228616-12-000017	Kinga Kapuscinski, by Power of Attorney	28-SEP-2012
0001127602-12-027365	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001127602-12-027364	/s/ Power of Attorney, Kenneth V. Moreland, Chief Financial Officer	28-SEP-2012
0001127602-12-027363	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001225208-12-020203	By: Jodie Simon Friedman, attorney in fact	28-SEP-2012
0001127602-12-027362	/s/ Power of Attorney, Kenneth V. Moreland, Chief Financial Officer	28-SEP-2012
0001127602-12-027361	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001127602-12-027360	/s/ Power of Attorney, Kenneth V. Moreland, Chief Financial Officer	28-SEP-2012
0001127602-12-027359	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2012
0001496877-12-000063	Linda Kuipers, Attorney-in-Fact	28-SEP-2012
0001228616-12-000016	King Kapuscinski, by Power of Attorney	28-SEP-2012
0001415889-12-001437	/s/ Johan (Thijs) Spoor	28-SEP-2012
0001140361-12-041891	/s/ Stephen M. Bunker	28-SEP-2012
0001496877-12-000062	Linda Kuipers, Attorney-in-Fact	28-SEP-2012
0001228616-12-000015	Kinga Kapuscinski, by Power of Attorney	28-SEP-2012
0001104659-12-066339	/s/ James T. Huffman Attorney-in-Fact for William Skewes	28-SEP-2012
