ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001209191-17-067677	Tabea Y. Hsi as Attorney-In-Fact	29-DEC-2017
0001140361-17-047837	/s/ Steven R. Barth, Attorney-in-Fact for Katherine M. Gehl	29-DEC-2017
0001209191-17-067675	Jay L. Tobin, Attorney-in-Fact	29-DEC-2017
0001391143-17-000007	Sebastien C DuFort	29-DEC-2017
0001140361-17-047835	/s/ Steven R. Barth, Attorney-in-Fact for David M. Baum	29-DEC-2017
0001144204-17-065977	/s/ Gregory Weaver, Attorney in Fact	29-DEC-2017
0001144204-17-065975	/s/ Gregory Weaver, Attorney in Fact	29-DEC-2017
0001144204-17-065973	/s/ Martijn Kleijwegt	29-DEC-2017
0001144204-17-065970	Pontifax (Israel) IV, L.P. /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065970	Pontifax (China) IV L.P. /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065970	Pontifax (Cayman) IV L.P. /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065970	Pontifax Management 4 G.P. (2015) Ltd. /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065970	Pontifax IV GP L.P. /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065968	/s/ Gregory Weaver, Attorney in Fact	29-DEC-2017
0001144204-17-065966	/s/ Gregory Weaver, Power of Attorney	29-DEC-2017
0000899243-17-029737	/s/ Richard H. Pickup	29-DEC-2017
0001144204-17-065964	/s/ Gregory Weaver, Attorney in Fact	29-DEC-2017
0001144204-17-065962	/s/ Pedro Huertas	29-DEC-2017
0001209191-17-067673	/s/ Stacy Taylor, attorney-in-fact	29-DEC-2017
0001144204-17-065959	/s/ Gregory Weaver, Power of Attorney	29-DEC-2017
0001144204-17-065956	Pontifax Management III G.P. (2011) Ltd., /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065956	Pontifax Management Fund III L.P., /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065956	Pontifax (Cayman) III, L.P., /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001144204-17-065956	Pontifax (Israel) III, L.P., /s/ Gregory Weaver, Attorney in Fact on behalf of Tomer Kariv, Chief Executive Officer	29-DEC-2017
0001209191-17-067671	/s/ Stacy Taylor, attorney-in-fact	29-DEC-2017
0001144204-17-065954	/s/ Gregory Weaver, Power of Attorney	29-DEC-2017
0000899243-17-029735	/s/ Guy Gecht	29-DEC-2017
0001580695-17-000619	/s/ Donald P. Monaco, as Managing General Partner of Monaco Investment Partners II, LP	29-DEC-2017
0001580695-17-000619	/s/ Donald P. Monaco	29-DEC-2017
0001580695-17-000619	/s/ Donald P. Monaco, as Trustee of the Donald P. Monaco Insurance Trust	29-DEC-2017
0001209191-17-067669	Jeffrey D. Jones, by Power of Attorney	29-DEC-2017
0000913849-17-000361	/s/Angie Newhouse, Attorney in Fact	29-DEC-2017
0001209191-17-067668	/s/ Nathaniel B. Sisitsky, Attorney-in-Fact for Matthew W. Link	27-DEC-2017
0001387131-17-006065	/s/ Gregory P. Chandler	29-DEC-2017
0001080730-17-000024	/S/ Jimmy Lee	29-DEC-2017
0001387131-17-006064	/s/ Stephen S. Sypherd, Attorney-in-Fact	29-DEC-2017
0001387131-17-006063	/s/ Stephen S. Sypherd, Attorney-in-Fact	29-DEC-2017
0001387131-17-006062	/s/ Stephen S. Sypherd, Attorney-in-Fact	29-DEC-2017
0001387131-17-006061	/s/ Stephen S. Sypherd, Attorney-in-Fact	29-DEC-2017
0000899751-17-000063	/s/ Paul G. Reitz	29-DEC-2017
0001179110-17-015941	/s/ David R. Brooks	29-DEC-2017
0001468429-17-000007	/s/ Robert Kane	29-DEC-2017
0001562180-17-004054	Thomas L. Newberry, V	29-DEC-2017
0000899243-17-029733	/s/ Douglas T. Sheehy, as Attorney in Fact for Daniel C. Adelman	29-DEC-2017
0001104659-17-075721	/s/ Karen S. Wright	29-DEC-2017
0001144204-17-065938	/s/ Edward Schreck	28-DEC-2017
0001209191-17-067667	Sheila M. Linton	29-DEC-2017
0001104659-17-075720	/s/ Karen S. Wright, Attorney-in-Fact	29-DEC-2017
0001222526-17-000009	Virginia E. Woltosz	29-DEC-2017
0001222526-17-000009	Walter S. Woltosz	29-DEC-2017
0001104659-17-075717	/s/ Karen S. Wright, Attorney-in-Fact	29-DEC-2017
0001140361-17-047827	/s/ John O'Rourke	29-DEC-2017
0001548123-17-000300	/s/ John Greg Smith	29-DEC-2017
0001144204-17-065925	WYNNEFIELD SMALL CAP VALUE OFFSHORE FUND, LTD., By: Wynnefield Capital, Inc., /s/ Nelson Obus, President	29-DEC-2017
0001144204-17-065925	/s/ Nelson Obus, Individually	29-DEC-2017
0001144204-17-065925	WYNNEFIELD PARTNERS SMALL CAP VALUE, L.P. I, By: Wynnefield Capital Management, LLC, General Partner, /s/ Nelson Obus, Managing Member	29-DEC-2017
0001144204-17-065925	WYNNEFIELD PARTNERS SMALL CAP VALUE, L.P., By: Wynnefield Capital Management, LLC, General Partner, /s/ Nelson Obus, Managing Member	29-DEC-2017
0001144204-17-065925	/s/ Joshua Landes, Individually	29-DEC-2017
0001144204-17-065925	WYNNEFIELD CAPITAL MANAGEMENT, LLC, /s/ Nelson Obus, Managing Member	29-DEC-2017
0001144204-17-065925	WYNNEFIELD CAPITAL, INC., /s/ Nelson Obus, President	29-DEC-2017
0001144204-17-065925	WYNNEFIELD CAPITAL INC. PROFIT SHARING PLAN By: /s/ Nelson Obus Nelson Obus, General Partner	29-DEC-2017
0001209191-17-067666	/s/Diedre Williams for Anand Vadapalli	29-DEC-2017
0001548123-17-000299	/s/ Denis Yevstifeyev	29-DEC-2017
0001209191-17-067665	/s/  Timothy M. Dozois	29-DEC-2017
0000720672-17-000110	VICTOR J NESI	29-DEC-2017
0001209191-17-067664	/s/ Timothy M. Dozois, Attorney-in-Fact	29-DEC-2017
0001574276-17-000018	David M. Hudson	29-DEC-2017
0000720672-17-000109	VICTOR J NESI	29-DEC-2017
0000720672-17-000108	RONALD J KRUSZEWSKI	29-DEC-2017
0001209191-17-067663	/s/ Timothy M. Dozois, Attorney-in-Fact	29-DEC-2017
0001548123-17-000298	/s/ Douglas Polinsky	29-DEC-2017
0001140361-17-047826	/s/ Michael Kernan, Authorized Signatory	29-DEC-2017
0000720672-17-000107	JAMES M ZEMLYAK	29-DEC-2017
0000720672-17-000106	JAMES M ZEMLYAK	29-DEC-2017
0001476651-17-000090	/s/ Douglas Bates, as Attorney-in-Fact for Kent Ellert	29-DEC-2017
0000320187-17-000210	By: Ann M. Miller For: Eric D. Sprunk	29-DEC-2017
0001209191-17-067662	/s/ Tom Lee	29-DEC-2017
0001209191-17-067661	/s/ Gerard H. Sweeney	29-DEC-2017
0001127602-17-035643	/s/  Danielle M. Cima, pursuant to a Confirming Statement executed by Nicholas A. DiCerbo	29-DEC-2017
0001209191-17-067660	Angelos M. Stergiou, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001140361-17-047825	/s/ James W. Traweek, Jr.	29-DEC-2017
0001209191-17-067659	David A. Scheinberg, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067658	/s/ John P. Pfannenbecker, Manager	29-DEC-2017
0001209191-17-067657	Daniel Tafur, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	Varibobi Financial Holdings Ltd., Fabio Lopez, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	EQC Private Markets SAC Fund II Ltd EQC Biotech Sely S Fund, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	Fabio Lopez, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	Castilian, Ltd., Daniel Tafur, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	EQC Private Markets SAC Fund Ltd EQC Biotech Sely I Fund, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	EQC Private Markets SAC Fund Ltd EQC Biotech Sely II Fund, Daniel Tafur, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	EQC Private Markets II SAC Fund Ltd EQC Biotech Sely III Fund, Daniel Tafur, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067657	Equilibria Capital Management Limited, Daniel Tafur, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0000320187-17-000209	By: Ann M. Miller For: Hilary K. Krane	29-DEC-2017
0000320187-17-000208	By: Adrian L. Bell For: Philip H. Knight	29-DEC-2017
0001548123-17-000297	/s/ John Busshaus	29-DEC-2017
0000919574-17-008804	Edenbrook Capital, LLC By: /s/ Jonathan Brolin, Managing Member	29-DEC-2017
0000919574-17-008804	By: /s/ Jonathan Brolin	29-DEC-2017
0000919574-17-008804	Edenbrook Long Only Value Fund, LP, by: /s/ Jonathan Brolin, Managing Member of Edenbrook Capital Partners, LLC	29-DEC-2017
0001209191-17-067656	Jane Wasman, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0000920465-17-000093	/s/ Ryan Murr, as attorney-in-fact for Jennifer A. Carver	29-DEC-2017
0001140361-17-047823	/s/ R. Kent McGaughy, Jr.	29-DEC-2017
0001225208-17-019283	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019282	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019281	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001209191-17-067655	John Varian, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001225208-17-019280	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019279	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019278	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019277	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019276	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019275	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019274	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019273	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001548123-17-000296	/s/ Christopher J. Spencer	29-DEC-2017
0001225208-17-019272	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019271	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019270	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019269	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019268	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019267	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019266	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001209191-17-067654	Robert L. Van Nostrand, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001225208-17-019265	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019264	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019263	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019262	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019261	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019260	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019259	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019258	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019257	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019256	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019255	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019254	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019253	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019252	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019251	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019250	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001209191-17-067653	David A. Scheinberg, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0000950142-17-002286	/s/ Mitchell Cole Sussis	29-DEC-2017
0000920465-17-000092	/s/ Ryan Murr, as attorney-in-fact for Lakhmir S. Chawla	29-DEC-2017
0000920465-17-000091	/s/ Dennis M. Mulroy	29-DEC-2017
0000950142-17-002285	/s/ Mitchell C. Sussis, attorney-in-fact	29-DEC-2017
0000920465-17-000090	/s/ Ryan Murr, as attorney-in-fact for Jennifer A. Carver	29-DEC-2017
0000950142-17-002284	/s/ Mitchell C. Sussis, attorney-in-fact	29-DEC-2017
0001209191-17-067652	Varibobi Financial Holdings Ltd., Fabio Lopez, Authorized Signatory, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	Daniel Tafur, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	Castilian Ltd., Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	Equilibria Capital Management Limited, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	EQC Private Markets II SAC Fund Ltd EQC Biotech Sely III Fund, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	EQC Private Markets SAC Fund Ltd EQC Biotech Sely II Fund, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	15-DEC-2017
0001209191-17-067652	EQC Private Markets SAC Fund II Ltd EQC Biotech Sely S Fund, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	Fabio Lopez, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001209191-17-067652	EQC Private Markets SAC Fund Ltd EQC Biotech Sely I Fund, Daniel Tafur, Director, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0000920465-17-000089	/s/ Ryan Murr, as attorney-in-fact for George F. Tidmarsh	29-DEC-2017
0000920465-17-000088	/s/ Ryan Murr, as attorney-in-fact for James M. Rolke	29-DEC-2017
0000950142-17-002283	/s/ Mitchell C. Sussis, attorney-in-fact	29-DEC-2017
0000950142-17-002282	/s/ Mitchell C. Sussis, attorney-in-fact	29-DEC-2017
0001209191-17-067651	Gregory M. Torre, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001140361-17-047821	/s/ John Bateman, Chief Operating Officer of CPMG, Inc.	29-DEC-2017
0000950142-17-002281	/s/ Mitchell C. Sussis, attorney-in-fact	29-DEC-2017
0001209191-17-067650	Nicholas J. Sarlis, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001615774-17-007698	/s/ Mark Tompkins	29-DEC-2017
0000720672-17-000105	MARK PHILIP FISHER	29-DEC-2017
0001209191-17-067648	Aleksey N. Krylov, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001127602-17-035642	/s/ Rhonda L. Ingalsbe, Attorney-in-fact	29-DEC-2017
0001209191-17-067647	Angelos M. Stergiou, by /s/ Ron A. Metzger, Attorney-in-Fact	29-DEC-2017
0001032553-17-000035	By: Michelle Rankin For: Gary B. Smith	29-DEC-2017
0000796343-17-000196	/s/ Jonathan Vaas, as attorney-in-fact	29-DEC-2017
0001179929-17-000241	Jeff D. Barlow, by power of attorney for Ronna Romney.	29-DEC-2017
0001209191-17-067646	/s/ Adam S. Malamed	29-DEC-2017
0001209191-17-067645	/s/ Richard J. Lampen	29-DEC-2017
0001209191-17-067644	/s/ Mark Zeitchick	29-DEC-2017
0001213900-17-013748	/s/ Robert S. Ellin	29-DEC-2017
0001058854-17-000035	/s/ J. Carlo Cannell, on behalf of Cannell Capital LLC	29-DEC-2017
0001654954-17-011951	/s/ Sal Gilbertie	29-DEC-2017
0001214659-17-007527	Ryan Hochgesang, attorney in fact	29-DEC-2017
0001237648-17-000081	/s/ Jason A. Napolitano	29-DEC-2017
0001214659-17-007526	Ryan Hochgesang, attorney in fact	29-DEC-2017
0001214659-17-007525	/s/ Roland T. Kelly, by power of attorney	29-DEC-2017
0001072613-17-000669	/s/ Barry Olliff, Director - City of London Group PLC	29-DEC-2017
0001072613-17-000669	/s/ Barry Olliff, Director - City of London Investment Management Company Limited	29-DEC-2017
0000002178-17-000086	/s/ Richard C. Jenner	29-DEC-2017
0000905718-17-001060	/s/ Jerome D. Jabbour, attorney-in-fact for Adam K. Stern	29-DEC-2017
0001072613-17-000668	/s/ Barry Olliff, Director - City of London Investment Management Company Limited	29-DEC-2017
0001072613-17-000668	/s/ Barry Olliff, Director - City of London Group PLC	29-DEC-2017
0001214659-17-007524	/s/ Ryan Hochgesang, attorney in fact	29-DEC-2017
0001654954-17-011949	/s/Clark Moore, Attorney-in-fact for David Steinberg	29-DEC-2017
0001654954-17-011948	/s/ Clark Moore, Attorney-in-Fact	29-DEC-2017
0001225208-17-019249	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019248	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019247	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019246	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019245	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019244	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019243	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019242	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019241	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019240	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019239	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019238	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001654954-17-011947	/s/Clark Moore, Attorney-in-fact for Elizabeth Smith	29-DEC-2017
0001225208-17-019237	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019236	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019235	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019234	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019233	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019232	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019231	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019230	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019229	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019228	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019227	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019226	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019225	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019224	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019223	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019222	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019221	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019220	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019219	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019218	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001654954-17-011946	/s/ Frank Ingriselli	29-DEC-2017
0001225208-17-019217	Mark L. Winget/ Signed Under POA	30-NOV-2017
0001225208-17-019216	Mark L. Winget/ Signed Under POA	30-NOV-2017
0000720672-17-000104	JAMES M MARISCHEN	29-DEC-2017
0000720672-17-000103	Ben A. Plotkin	29-DEC-2017
0001654954-17-011945	/s/ Clark Moore, Attorney in Fact	29-DEC-2017
0000720672-17-000102	Thomas Michaud	29-DEC-2017
0001140361-17-047816	/s/ David Little	28-DEC-2017
0001214659-17-007523	/s/ Roland T. Kelly, by power of attorney	29-DEC-2017
0001654954-17-011944	/s/ Clark Moore, Attorney-In-Fact	29-DEC-2017
0001170010-17-000202	Will Hulcher, attorney-in-fact	29-DEC-2017
0001214659-17-007522	/s/ Roland T. Kelly, by power of attorney	29-DEC-2017
0000720672-17-000101	DAVID D SLINEY	29-DEC-2017
0001654954-17-011943	/s/Clark Moore	28-DEC-2017
0001214659-17-007521	/s/ Roland T. Kelly, by power of attorney	29-DEC-2017
0001127602-17-035641	/s/ Rita M. Slager, attorney-in-fact	29-DEC-2017
0000720672-17-000100	Thom Weisel	29-DEC-2017
0000720672-17-000099	RICHARD HIMELFARB	29-DEC-2017
0001104659-17-075693	/s/ Michelle Wallach, as Attorney-in-Fact for Thomas Harney	29-DEC-2017
0000899243-17-029728	/s/ Laurie Burlingame, Attorney-in-Fact	29-DEC-2017
0001209191-17-067639	MFP INVESTORS LLC, By: /s/ Michael F. Price, Name: Michael F. Price, Title: Managing Member	29-DEC-2017
0001209191-17-067639	/s/ Michael F. Price	29-DEC-2017
0001209191-17-067639	MFP PARTNERS, L.P., By: MFP INVESTORS LLC, By: /s/ Michael F. Price, Name: Michael F. Price, Title: Managing Member	29-DEC-2017
0000720672-17-000098	ALLEN C BRAUTIGAM	29-DEC-2017
0001209191-17-067637	\s\ Albert de Cardenas For: Jorge Mas	29-DEC-2017
0000720672-17-000097	ALLEN C BRAUTIGAM	29-DEC-2017
0001179110-17-015940	/s/ Donald Brown	29-DEC-2017
0001170010-17-000200	Will Hulcher, attorney-in-fact	29-DEC-2017
0001214659-17-007520	Roland T. Kelly, by power of attorney	29-DEC-2017
