ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001367859-18-000113	/s/ Rebecca L. Johnson, Attorney-in-fact	28-SEP-2018
0001367859-18-000112	/s/ Rebecca L. Johnson, Attorney-in-fact	28-SEP-2018
0001367859-18-000111	/s/ Rebecca L. Johnson, Attorney-in-fact	28-SEP-2018
0001367859-18-000110	/s/ Rebecca L. Johnson, Attorney-in-fact	28-SEP-2018
0001367859-18-000109	/s/ Rebecca L. Johnson, by Power of Attorney	28-SEP-2018
0001534122-18-000025	Amir Vahabzadeh	28-SEP-2018
0000919574-18-006392	Whitebox Asymmetric Partners, LP, By: Whitebox General Partner LLC, By: /s/ Mark Strefling, Chief Executive Officer	28-SEP-2018
0000919574-18-006392	WHITEBOX CREDIT PARTNERS, LP By: Whitebox General Partner LLC, /s/ Mark Strefling, Chief Executive Officer	28-SEP-2018
0000919574-18-006392	WHITEBOX MULTI-STRATEGY PARTNERS, LP, By: Whitebox General Partner LLC, By: /s/Mark Strefling, Whitebox Advisors LLC, Chief Eexecutive Officer	28-SEP-2018
0000919574-18-006392	Whitebox General Partner LLC By: /s/ Mark Strefling, Chief Executive Officer	28-SEP-2018
0000919574-18-006392	WHITEBOX ADVISORS LLC By: /s/ Mark Strefling, Chief Executive Officer	28-SEP-2018
0001367859-18-000101	/s/ Rebecca L. Johnson, Attorney-in-fact	28-SEP-2018
0001225208-18-013810	J. Brooks Martin, Attorney-in-Fact	28-SEP-2018
0001016281-18-000100	/s/ Shawn R. Phillips	28-SEP-2018
0001225208-18-013809	J. Brooks Martin, Attorney-in-Fact	28-SEP-2018
0001225208-18-013808	J. Brooks Martin, Attorney-in-Fact	28-SEP-2018
0001209191-18-052620	/s/ C. Erik Young by Trecia Canty as Attorney-in-Fact	28-SEP-2018
0000950103-18-011330	/s/ James Alecxih	28-SEP-2018
0001179110-18-011734	Linda Gormezano, attorney-in-fact /s/ Linda Gormezano	28-SEP-2018
0001209191-18-052619	/s/C. Erik Young by Trecia Canty as Attorney-in-Fact	28-SEP-2018
0001179110-18-011733	Linda Gormezano, attorney-in-fact /s/ Linda Gormezano	28-SEP-2018
0001179110-18-011731	Linda Gormezano, attorney-in-fact /s/ Linda Gormezano	28-SEP-2018
0001179110-18-011730	Linda Gormezano, attorney-in-fact /s/ Linda Gormezano	28-SEP-2018
0001179110-18-011729	Linda Gormezano, attorney-in-fact /s/ Linda Gormezano	28-SEP-2018
0001179110-18-011727	Linda Gormezano, attorney-in-fact /s/ Linda Gormezano	28-SEP-2018
0001127602-18-028593	/s/ Jennifer F. Rudolph, by power of attorney	28-SEP-2018
0001127602-18-028592	/s/ Jennifer F. Rudolph, by Power of Attorney	28-SEP-2018
0001127602-18-028591	/s/ Jennifer F. Rudolph, by Power of Attorney	28-SEP-2018
0001474903-18-000115	/s/ Richard L. Baum, Jr., by Dan Hollenbach, as Attorney-in-Fact	28-SEP-2018
0001127602-18-028590	/s/ Jennifer F. Rudolph, by Power of Attorney	28-SEP-2018
0001127602-18-028589	/s/ Jennifer F. Rudolph, by power of attorney	28-SEP-2018
0001304186-18-000014	David Shladovsky	28-SEP-2018
0001104659-18-059487	By: /s/ Robert B. Knauss	28-SEP-2018
0001104659-18-059486	/s/ WARBURG PINCUS LLC By: Robert B. Knauss, Managing Director	28-SEP-2018
0001104659-18-059486	/s/ CHARLES R. KAYE By: Robert B. Knauss, Attorney-in-Fact*** For CHARLES R. KAYE	28-SEP-2018
0001104659-18-059486	/s/ JOSEPH P. LANDY By: Robert B. Knauss, Attorney-in-Fact*** For JOSEPH P. LANDY	28-SEP-2018
0001104659-18-059485	/s/ Robert B. Knauss, as attorney in fact*** for JAMES R. LEVY	28-SEP-2018
0001104659-18-059484	/s/ Robert B. Knauss, as attorney in fact*** for PETER R. KAGAN	28-SEP-2018
0001209191-18-052618	/s/ R. Harold McCard, Jr., Attorney in Fact for W. Paul Rutledge	28-SEP-2018
0001113256-18-000091	/s/ Chris Villavarayan, By: April Miller Boise, Attorney-in-fact	28-SEP-2018
0001113256-18-000090	/s/ Joseph A. Plomin, By: April Miller Boise, Attorney-in-fact	28-SEP-2018
0001113256-18-000089	/s/ Kevin Nowlan, By: April Miller Boise, Attorney-in-fact	28-SEP-2018
0001113256-18-000088	/s/ April Miller Boise	28-SEP-2018
0001113256-18-000087	/s/ Timothy J. Heffron, By: April Miller Boise, Attorney-in-fact	28-SEP-2018
0001113256-18-000086	/s/ Jeffrey A. Craig, By: April Miller Boise, Attorney-in-fact	28-SEP-2018
0001113256-18-000085	/s/ Paul Bialy, By: April Miller Boise, Attorney-in-fact	28-SEP-2018
0001209191-18-052617	/s/ R. Harold McCard, Jr., Attorney in Fact for Jon H. Kaplan	28-SEP-2018
0001209191-18-052616	/s/ R. Harold McCard, Jr., Attorney in Fact for Alice D. Schroeder	28-SEP-2018
0001209191-18-052615	/s/ R. Harold McCard, Jr., Attorney in Fact for Glenn Hargreaves	28-SEP-2018
0001209191-18-052614	/s/ R. Harold McCard, Jr., Attorney in Fact for Robert H. Fish	28-SEP-2018
0001209191-18-052613	/s/ R. Harold McCard, Jr., Attorney in Fact for Alfred Lumsdaine	28-SEP-2018
0001304186-18-000013	Robert V. Sinnott	28-SEP-2018
0001567619-18-003288	Kevin Sanguinetti	28-SEP-2018
0001209191-18-052612	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0001567619-18-003286	/s/  Randal J. Kirk	28-SEP-2018
0001567619-18-003286	/s/  Randal J. Kirk, CEO of Intrexon Corporation	28-SEP-2018
0001127602-18-028588	By: Scott M. Davies for Jay T. Flatley	28-SEP-2018
0001209191-18-052611	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0001595585-18-000012	/s/ Edward J. Hejlek, attorney-in-fact	28-SEP-2018
0001179110-18-011720	/s/ Daniel W. Jackson, Attorney-in-Fact	28-SEP-2018
0001209191-18-052610	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0001205233-18-000074	By: David Zuckerman, Attorney-in-Fact For: Steve Mollenkopf	28-SEP-2018
0001209191-18-052609	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0001667731-18-000228	/s/ Merihan Tynan	28-SEP-2018
0001209191-18-052608	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0000018230-18-000257	/s/ Barbara Thomas, POA for Ramin Younessi	28-SEP-2018
0001104659-18-059463	/s/ Trent E. Taylor, by Bridgett Zeterberg, Attorney in Fact	28-SEP-2018
0000018230-18-000256	/s/ Barbara Thomas, POA for Suzette M. Long	28-SEP-2018
0001567619-18-003284	Jay J. Colombini	28-SEP-2018
0000018230-18-000255	By: /s/ Barbara Thomas, POA for Denise C. Johnson	28-SEP-2018
0001209191-18-052607	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0000892712-18-000428	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001615774-18-010212	/s/ Stewart F.B. Baker	28-SEP-2018
0000018230-18-000254	/s/ Barbara Thomas, POA for Bob De Lange	28-SEP-2018
0001209191-18-052606	/s/ Jason Gao, Attorney-in-Fact	28-SEP-2018
0000018230-18-000253	By: /s/ Barbara Thomas, POA for Jananne A. Copeland	28-SEP-2018
0000892712-18-000427	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001209191-18-052605	/s/ George P. Doyle, Attorney-in-Fact for Arthur P. Brazy, Jr.	28-SEP-2018
0001209191-18-052603	/s/ Franklin D. Wicks	28-SEP-2018
0001493152-18-013904	/s/ Robert C. Schroeder	28-SEP-2018
0000892712-18-000426	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001209191-18-052602	/s/ Randall L. Schilling	28-SEP-2018
0000096021-18-000170	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0000892712-18-000425	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001209191-18-052601	/s/ Joseph D. Rupp	28-SEP-2018
0001209191-18-052600	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0001493152-18-013903	/s/ Robert F. Taglich	28-SEP-2018
0001493152-18-013902	M1 ADVISORS LLC /s/ Michael Campbell Michael Campbell, sole member	28-SEP-2018
0001209191-18-052599	/s/ James J. Lindemann	28-SEP-2018
0000892712-18-000424	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001209191-18-052598	/s/ Ralph W Clermont	28-SEP-2018
0000892712-18-000423	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001209191-18-052596	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0000892712-18-000422	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001493152-18-013899	/s/ Michael N. Taglich	28-SEP-2018
0000892712-18-000421	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0000096021-18-000168	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0001127602-18-028587	/s/ Tobin M. Nelson, Attorney-in-Fact for Kenneth M. Burke	28-SEP-2018
0000892712-18-000420	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001209191-18-052592	Robert J. Cicero, as attorney-in-fact	28-SEP-2018
0000892712-18-000419	(Jason J. Kelroy P.O.A.)	28-SEP-2018
0001567619-18-003282	/s/ Charles N. York II, by power of attorney	28-SEP-2018
0000892712-18-000418	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001225208-18-013804	Ann Malloy as Attorney-in-fact	28-SEP-2018
0000892712-18-000417	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001213900-18-013232	/s/ Jerome B. Zeldis	28-SEP-2018
0000892712-18-000416	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0000096021-18-000166	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0000892712-18-000415	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001213900-18-013229	/s/ Robert J. Rubin	28-SEP-2018
0001127602-18-028585	/s/ Tobin M. Nelson, Attorney-in-Fact for Kenneth M. Burke	28-SEP-2018
0001179110-18-011718	/s/ John C. Grothaus, attorney-in-fact	28-SEP-2018
0000892712-18-000414	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001213900-18-013226	/s/ Mark E. Pearson	28-SEP-2018
0001209191-18-052590	Michelle Paterniti, Atty-In-Fact For: M. Wayne Wisehart	28-SEP-2018
0000892712-18-000413	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001063344-18-000086	/s/ Ashish R. Parikh, as attorney-in-fact	28-SEP-2018
0000892712-18-000412	(Jason J. Kelroy, P.O.A.)	28-SEP-2018
0001213900-18-013223	/s/ GREGG A. LAPOINTE	28-SEP-2018
0001213900-18-013220	/s/ Keith L. Brownlie	28-SEP-2018
0000096021-18-000164	/s/ Gerald W. Clanton, attorney-in-Fact	28-SEP-2018
0001304186-18-000012	David Shladovsky	28-AUG-2018
0001209191-18-052588	/s/ Joseph T. FitzGerald, attorney-in-fact	28-SEP-2018
0001567619-18-003281	Terrence A. Young	28-SEP-2018
0001209191-18-052587	Joseph C. Galante by /s/ Michael Bonner as attorney-in-fact	28-SEP-2018
0001437749-18-017599	/s/ William Dishman	28-SEP-2018
0001144204-18-051581	/s/ Lazbart Oseni, Attorney-in-Fact	28-SEP-2018
0001553350-18-001074	/s/ Joseph P. Hannan	28-SEP-2018
0001614178-18-000397	/s/ Ho Shin, Attorney-in-Fact	28-SEP-2018
0001614178-18-000396	/s/ Ho Shin, Attorney-in-Fact	28-SEP-2018
0001735276-18-000076	By: /s/ Michael P. Mason, Attorney-in-Fact For: Laurie Keating	28-SEP-2018
0001735276-18-000075	By: /s/ Michael P. Mason, Attorney-in-Fact For: Yvonne Greenstreet	28-SEP-2018
0000096021-18-000162	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0001735276-18-000074	By: /s/ Michael P. Mason, Attorney-in-Fact For: Akshay K. Vaishnaw	28-SEP-2018
0001127602-18-028580	Erin McGuire for Catherine C. Anderson	28-SEP-2018
0001209191-18-052586	/s/ Laura Littman, as attorney-in-fact	28-SEP-2018
0001735276-18-000073	By: /s/ Michael P. Mason, Attorney-in-Fact For: John M. Maraganore	28-SEP-2018
0001209191-18-052584	Daniel R. Marx, Attorney-in-Fact for Joshua Frank	28-SEP-2018
0001209191-18-052584	By: Daniel R. Marx, Attorney-in-Fact for Nelson Peltz, member of the general partner of Trian Fund Management, L.P.	28-SEP-2018
0001209191-18-052583	/s/ Shira Cooks, as attorney-in-fact	28-SEP-2018
0001209191-18-052582	Michelle Paterniti, Atty-In-Fact For:  Anne Devereux-Mills	28-SEP-2018
0001209191-18-052580	By: Daniel R. Marx, Attorney-in-Fact for Nelson Peltz, member of the general partner of Trian Fund Management, L.P.	28-SEP-2018
0001209191-18-052580	Daniel R. Marx, Attorney-in-Fact for Nelson Peltz	28-SEP-2018
0001735276-18-000072	/s/ Michael P. Mason	28-SEP-2018
0000096021-18-000160	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0001735276-18-000071	By: /s/ Michael P. Mason, Attorney-in-Fact For: Barry E. Greene	28-SEP-2018
0001209191-18-052576	Russell C. Horowitz	28-SEP-2018
0001127602-18-028578	/s/ David P. Knaff, attorney-in-fact for Frederick A. Henderson	28-SEP-2018
0000096021-18-000158	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0001209191-18-052573	/s/ Kathryn Sevier Phillips, attorney-in-fact	28-SEP-2018
0001209191-18-052572	Sherri M. Smith, Attorney-in-Fact	28-SEP-2018
0001209191-18-052571	/s/ Kathryn Sevier Phillips, attorney-in-fact	28-SEP-2018
0001209191-18-052569	/s/ Kimberley A. Elting, Chief Legal and Administrative Officer	28-SEP-2018
0000096021-18-000156	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0000096021-18-000154	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0000910406-18-000069	/s/ Irwin D. Simon	28-SEP-2018
0001567619-18-003279	/s/ Steven J. Zuckerman by Natalya Spadafora Under Power of Attorney	28-SEP-2018
0001209191-18-052566	/s/ Meaghan S. Nelson, attorney-in-fact	28-SEP-2018
0000096021-18-000152	/s/Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0001213900-18-013215	/s/ Anthony Bruzzese	28-SEP-2018
0001127294-18-000008	Erik T. Hoover by Power of Attorney	28-SEP-2018
0001225208-18-013801	Ann Malloy as Attorney-in-fact	28-SEP-2018
0000910406-18-000067	/s/ Gary Tickle	28-SEP-2018
0001209191-18-052565	/s/ Shira Cooks, as attorney-in-fact	28-SEP-2018
0001567619-18-003278	/s/ T. Lawrence Way by Natalya Spadafora Under Power of Attorney	28-SEP-2018
0001205233-18-000072	By: David Zuckerman, Attorney-in-Fact For: Alexander H. Rogers	27-SEP-2018
0000096021-18-000150	/s/ Gerald W. Clanton, attorney-in-fact	28-SEP-2018
0001127602-18-028573	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001567619-18-003277	Capitol Acquisition Management 2 LLC, By: Leland Investments Inc., By:  /s/ Mark D. Ein, President	28-SEP-2018
0001567619-18-003277	/s/ Mark D. Ein	28-SEP-2018
0000899243-18-025516	DOWDUPONT INC., /s/ Amy E. Wilson, Authorized Officer	28-SEP-2018
0000899243-18-025516	THE DOW CHEMICAL COMPANY, /s/ Amy E. Wilson, Authorized Officer	28-SEP-2018
0001127602-18-028572	/s/ Tobin M. Nelson, Attorney-in-Fact for Kenneth M. Burke	28-SEP-2018
0001256520-18-000026	By: Jeffrey Michael For: Corstar Holdings, Inc.	28-SEP-2018
0001127602-18-028571	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001567619-18-003276	/s/ Mark D. Ein	28-SEP-2018
0001567619-18-003276	Capitol Acquisition Management 2 LLC, By: Leland Investments Inc., By:  /s/ Mark D. Ein, President	28-SEP-2018
0001209191-18-052563	Dennis Cline	28-SEP-2018
0001144204-18-051563	/s/ JEFFREY YIN, attorney-in-fact	28-SEP-2018
0001371285-18-000188	/s/ Anna Szygorski as attorney-in-fact for Darryl Rawlings	28-SEP-2018
0001127602-18-028569	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028568	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001237899-18-000016	/s/**Michael S. Brown	28-SEP-2018
0001127602-18-028567	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028566	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028565	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000910406-18-000064	/s/ James Langrock	28-SEP-2018
0001595670-18-000010	/s/ Juergen Stark	28-SEP-2018
0000899243-18-025514	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0001127602-18-028563	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001567619-18-003275	/s/ Daniel K. Rothermel by Natalya Spadafora Under Power of Attorney	28-SEP-2018
0001127602-18-028562	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000899243-18-025513	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025512	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0001498290-18-000007	Frederick D. DiSanto	28-SEP-2018
0001127602-18-028560	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000899243-18-025510	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025509	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025508	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025507	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025506	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025505	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025504	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0000899243-18-025503	By: /s/ Laura L. Felice	28-SEP-2018
0000899243-18-025502	By: /s/ Laura L. Felice, Attorney-in-Fact	28-SEP-2018
0001567619-18-003274	/s/ Bhanu Choudhrie by Natalya Spadafora Under Power of Attorney	28-SEP-2018
0001437749-18-017595	/s/ Paul J Bickel III	28-SEP-2018
0001127602-18-028557	/s/ Tobin M. Nelson, Attorney-in-Fact for Kenneth M. Burke	28-SEP-2018
0001127602-18-028556	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000899243-18-025499	/s/ Ken Pelowski	28-SEP-2018
0001246360-18-002239	/s/ Lee K. Boothby	28-SEP-2018
0001209191-18-052561	/s/ Debra A. Koehler, Attorney in Fact for Timothy C. Huffmyer	28-SEP-2018
0001567619-18-003273	/s/ Rick Burkey by Natalya Spadafora Under Power of Attorney	28-SEP-2018
0001127602-18-028555	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028553	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028552	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001209191-18-052559	Debra A. Koehler, Attorney in Fact for William W. Smith, Jr.	28-SEP-2018
0001209191-18-052558	/s/ Mark Ballantyne, Attorney-in-Fact	28-SEP-2018
0001567619-18-003272	/s/ Andrea R. Allon by Natalya Spadafora Under Power of Attorney	28-SEP-2018
0001127602-18-028550	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001209191-18-052556	/s/ Jeff True, Attorney-in-Fact for Stanley J. Meresman	28-SEP-2018
0001209191-18-052555	/s/ Jason W. Joseph, attorney-in-fact for Kirk P. Pond	28-SEP-2018
0001127602-18-028549	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001209191-18-052554	/s/ Mark Ballantyne, Attorney-in-Fact	28-SEP-2018
0001209191-18-052553	/s/ Jason W. Joseph, attorney-in-fact for John K. McGillicuddy	28-SEP-2018
0001179110-18-011717	James W. Barge, by Teresa M. Connelly, Attorney-in-fact	28-SEP-2018
0001127602-18-028548	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000899243-18-025494	/s/ Steven R. Becker	28-SEP-2017
0000883948-18-000226	/s/ Rachael R. Lape, as attorney-in-fact for Maria P. Tedesco	28-SEP-2018
0001209191-18-052552	/s/ Jason W. Joseph, attorney-in-fact for Robyn C. Davis	28-SEP-2018
0001127602-18-028547	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001104659-18-059433	/s/ Shelly O'Brien, by power of attorney for William Crager	28-SEP-2018
0001127602-18-028546	/s/ Nancy A. McGrath, Attorney-In-Fact	28-SEP-2018
0001127602-18-028545	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001209191-18-052551	/s/ Jason W. Joseph, attorney-in-fact for A. Clinton Allen	28-SEP-2018
0001127602-18-028544	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028542	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001548309-18-000130	By: /s/ Charles J. Hansen, as Attorney-in-Fact for William A. Powell	28-SEP-2018
0001127602-18-028541	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028540	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001179110-18-011715	/s/ Tami Chen, attorney-in-fact	28-SEP-2018
0001615619-18-000084	/s/ Ann F. Gullion, Assistant Secretary	28-SEP-2018
0000912593-18-000133	Clunet R. Lewis	28-SEP-2018
0001017386-18-000245	/s/Harold Wolkin	28-SEP-2018
0001127602-18-028539	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001411579-18-000058	/s/ Edwin F. Gladbach, Attorney-In-Fact	31-MAY-2016
0001179110-18-011713	Andres Alonso, by Teresa M. Connelly, Esq., Attorney-in-fact	28-SEP-2018
0001127602-18-028538	/s/ Nancy A. McGrath, Attorney-In-Fact	28-SEP-2018
0001179110-18-011712	James W. Barge, by Teresa M. Connelly, Attorney-in-fact	28-SEP-2018
0001127602-18-028537	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028536	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001179110-18-011711	John L. Davies, by Teresa M. Connelly, Attorney-in-fact	28-SEP-2018
0001127602-18-028534	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028533	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000932440-18-000068	/s/ Maurice Meyer III	28-SEP-2018
0001179110-18-011710	Peter M. Warwick, by Teresa M. Connelly, Attorney-in-fact	28-SEP-2018
0001127602-18-028532	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028531	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001209191-18-052550	/s/ Richard J. Rubino	28-SEP-2018
0001127602-18-028530	/s/ Kathleen S. Kiefer, Attorney in fact	28-SEP-2018
0001225208-18-013799	/s/ William C. Rhodes III	28-SEP-2018
0001225208-18-013798	William W. Graves	27-SEP-2018
0001127602-18-028529	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0001127602-18-028528	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
0000899243-18-025491	TOTAL BELIEF LIMITED, /s/ John  Wing Yan Tang	28-SEP-2018
0000899243-18-025491	NEW TIMES ENERGY CORPORATION LIMITED, /s/ John  Wing Yan Tang	28-SEP-2018
0001127602-18-028527	/s/ Suzanne S. Taylor, attorney-in-fact	28-SEP-2018
