ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001437749-22-029958	/s/ Karen A. Foster	30-DEC-2022
0001437749-22-029957	/s/ Michael Rice	30-DEC-2022
0001437749-22-029956	/s/ Todd C.J. Berard	30-DEC-2022
0000899243-22-039594	/s/ Julie Feder	30-DEC-2022
0001437749-22-029955	/s/ Aby J. Mathew	30-DEC-2022
0001209191-22-063048	/s/ Pamela Sergeeff, Attorney-in-fact	30-DEC-2022
0001415889-22-013106	/s/ Lee M. Neumann, by power of attorney	30-DEC-2022
0001593968-22-001767	/s/ Rodney Young, Attorney-in-Fact for William Ho	30-DEC-2022
0001209191-22-063046	/s/ Bryan W. Waters	30-DEC-2022
0001209191-22-063044	/s/ Mark A. Lipparelli	30-DEC-2022
0001209191-22-063042	/s/ Cheryl A. Kondra	30-DEC-2022
0001209191-22-063040	/s/ M. Gavin Isaacs	30-DEC-2022
0001209191-22-063038	/s/ Meredith B. Brill	30-DEC-2022
0001654954-22-017093	/s/Steven G Mihaylo	30-DEC-2022
0001062993-22-024589	/s/ Preston D. Wigner, attorney-in-fact	30-DEC-2022
0001437749-22-029954	/s/ David L. Kanen	30-DEC-2022
0001493152-22-037205	/s/ Barry Kostiner	30-DEC-2022
0001493152-22-037203	/s/ Barry Kostiner	30-DEC-2022
0001493152-22-037202	/s/ Barry Kostiner	30-DEC-2022
0001209191-22-063036	/s/ Paul Warenski, by power of attorney	30-DEC-2022
0001127602-22-028361	/s/ Katherine Kwiat, power of attorney	30-DEC-2022
0001771364-22-000011	By: Aaron Beckman, Power of Attorney For: Zachary J. Kirkhorn	30-DEC-2022
0001493152-22-037199	/s/ Glynn Wilson	30-DEC-2022
0001493152-22-037197	/s/ Christopher Melton	30-DEC-2022
0001209191-22-063034	/s/Hodong Nam	30-DEC-2022
0001493152-22-037196	/s/ Nancy Torres Kaufman	30-DEC-2022
0001493152-22-037195	/s/ Hector Alila	30-DEC-2022
0001493152-22-037194	/s/ Brian S. John	30-DEC-2022
0001493152-22-037193	/s/ Doug McKinnon	30-DEC-2022
0001493152-22-037192	/s/ Skender Fani	30-DEC-2022
0001493152-22-037191	Opaleye Management Inc., By: /s/ James Silverman, President	30-DEC-2022
0001086222-22-000289	/s/ Thomas M. Lair, by power of attorney	30-DEC-2022
0000899243-22-039593	/s/ Gladys Chang as Attorney-in-Fact	30-DEC-2022
0000899243-22-039591	/s/ Gladys Chang as Attorney-in-Fact	30-DEC-2022
0001193805-22-001814	Hill Path G Fund LP, By: Hill Path Capital LP, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001814	HP D GP LLC, By: Hill Path Investment Holdings II LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001814	Hill Path D Fund LP, By: Hill Path Capital LP, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001814	Hill Path J Fund LP, By: Hill Path Capital LP, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001814	HP J GP LLC, By: Hill Path Investment Holdings II LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001814	HP G GP LLC, By: Hill Path Investment Holdings II LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	By: /s/ Scott Ross	30-DEC-2022
0001193805-22-001813	Hill Path Holdings LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Investment Holdings II LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Investment Holdings LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Capital Partners II GP LLC, By: Hill Path Investment Holdings II LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Capital Partners GP LLC, By: Hill Path Investment Holdings LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Capital Co-Investment Partners LP, By: Hill Path Capital Partners GP LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Capital Partners II LP, By: Hill Path Capital Partners II GP LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Capital Partners LP, By: Hill Path Capital Partners GP LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001193805-22-001813	Hill Path Capital LP, By: Hill Path Holdings LLC, By: /s/ Scott Ross, Managing Partner	30-DEC-2022
0001567619-22-022154	Braden Michael Leonard	30-DEC-2022
0001209191-22-063029	/s/ J Pat Hickman by Micah Osborne	30-DEC-2022
0001209191-22-063027	/s/ Craig A. Dixon	30-DEC-2022
0001209191-22-063026	/s/ Elizabeth Ryland Waldinger, attorney-in-fact	30-DEC-2022
0001650164-22-000156	/s/ Monica Kleinman as Attorney-in-Fact for Aman Narang	30-DEC-2022
0001104659-22-131414	/s/ Timothy Maloche, Attorney-in-Fact	30-DEC-2022
0001493152-22-037188	/s/ Thomas E Ichim	30-DEC-2022
0001437958-22-000062	/s/ Melisa Nelson, as Attorney-in-fact	30-DEC-2022
0001493152-22-037187	/s/ Timothy G. Dixon	30-DEC-2022
0001140361-22-047719	/s/ R. Kent McGaughy, Jr.	30-DEC-2022
0001209191-22-063024	/s/ James Pat Hickman by Micah Osborne	30-DEC-2022
0001140361-22-047713	/s/ Antal Rohit Desai	30-DEC-2022
0001140361-22-047713	/s/ John Bateman, Chief Operating Officer of CPMG, Inc.	30-DEC-2022
0001209191-22-063022	/s/ Tracy Tunney Ward on behalf of Miramar Services, Inc. as Attorney-in-Fact for Ellen M. Scripps	30-DEC-2022
0000902664-22-005341	Caligan Partners LP, By: /s/ David Edward Johnson, Partner /s/ David Edward Johnson	30-DEC-2022
0001562180-22-008460	/s /Warren Heit, attorney-in-fact for STONEHOCKER TIMOTHY	30-DEC-2022
0001437749-22-029950	/s/ Arthur U. Mbanefo	30-DEC-2022
0001209191-22-063021	/s/ Tracy Tunney Ward on behalf of Miramar Services, Inc. as Attorney-In-Fact for Paul K. Scripps	30-DEC-2022
0001437749-22-029948	/s/ David Richards	30-DEC-2022
0001437749-22-029945	/s/ Linda A. Bell	30-DEC-2022
0001209191-22-063020	/s/Kenneth Myszkowski	30-DEC-2022
0001062993-22-024584	/s/ John H. Lewis, as Managing Member of Osmium Partners, LLC, for itself and as General Partner of Osmium Capital, LP, Osmium Capital II, LP and Osmium Spartan, LP and as Managing Member of the general partner of Osmium Partners (Larkspur SPV), LP	30-DEC-2022
0001415889-22-013105	/s/ Jay Sugarman	30-DEC-2022
0001327811-22-000199	/s/ Juliana Capata, attorney-in-fact	30-DEC-2022
0000840489-22-000092	/s/ DOUGLAS R. RIPPEL	30-DEC-2022
0001415889-22-013104	/s/ Rostislav Raykov	30-DEC-2022
0000899243-22-039585	Pershing Square Capital Management, L.P., By: PS Management GP, LLC, its General Partner, By: /s/ William A. Ackman, Managing Member	30-DEC-2022
0000899243-22-039585	PS Management GP, LLC, By: /s/ William A. Ackman, Managing Member	30-DEC-2022
0000899243-22-039585	/s/ William A. Ackman	30-DEC-2022
0001562180-22-008459	/s/ Sharan Sharat by Charles Rogerson, as Attorney-in-Fact	30-DEC-2022
0000766829-22-000164	/s/ Marisa Joss, Attorney-in-Fact for Maureen P. Westbrook	30-DEC-2022
0001654954-22-017091	/s/ Roger L. Smith Roger L. Smith pursuant to Power of Attorney	30-DEC-2022
0001320695-22-000194	/s/ Kristy N. Waterman	30-DEC-2022
0001320695-22-000193	/s/ Kristy N. Waterman, by Power of Attorney	30-DEC-2022
0001683168-22-008722	/s/ Chad N. White	30-DEC-2022
0001683168-22-008721	/s/ Amy Trombly as attorney-in-fact	30-DEC-2022
0001209191-22-063014	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Dominic Phillips	30-DEC-2022
0001104659-22-131399	/s/ Mark Penn	30-DEC-2022
0001683168-22-008720	/s/ Amy Trombly	30-DEC-2022
0001320695-22-000192	/s/ Kristy N. Waterman, by Power of Attorney	30-DEC-2022
0001209191-22-063013	/s/ Jonathan Golightly, attorney-in-fact	30-DEC-2022
0001104659-22-131398	/s/ Timothy C. Dec, as attorney-in-fact	30-DEC-2022
0001683168-22-008719	/s/ Amy Trombly as attorney-in-fact	30-DEC-2022
0001683168-22-008718	/s/ Amy Trombly as attorney-in-fact	30-DEC-2022
0001683168-22-008717	/s/ Amy Trombly as attorney-in-fact	30-DEC-2022
0001104659-22-131395	REGAL CINEMAS, INC. By: /s/ Tal Soudry Name: Tal Soudry Title: Chief Financial Officer and Treasurer	30-DEC-2022
0001104659-22-131395	REGAL ENTERTAINMENT HOLDINGS, INC. By: /s/ Nisan Cohen Name: Nisan Cohen Title: President and Chief Executive Officer	30-DEC-2022
0001104659-22-131395	REGAL ENTERTAINMENT GROUP By: /s/ Nisan Cohen Name: Nisan Cohen Title: President and Chief Executive Officer	30-DEC-2022
0001104659-22-131395	CINEWORLD GROUP PLC By: /s/ Nisan Cohen Name: Nisan Cohen Title: Director & Chief Financial Officer	30-DEC-2022
0001104659-22-131395	REGAL CINEMAS CORPORATION By: /s/ Nisan Cohen Name: Nisan Cohen Title: President and Chief Executive Officer	30-DEC-2022
0001104659-22-131395	REGAL CINEMEDIA CORPORATION By: /s/ Nisan Cohen Name: Nisan Cohen Title: President and Chief Executive Officer	30-DEC-2022
0001104659-22-131395	REGAL CINEMEDIA HOLDINGS, LLC By: /s/ Nisan Cohen Name: Nisan Cohen Title: President and Chief Executive Officer	30-DEC-2022
0001320695-22-000191	/s/ Kristy N. Waterman, by Power of Attorney	30-DEC-2022
0000899243-22-039583	/s/ Andrew Reardon, Attorney-in-Fact for Matthew E. Korenberg	30-DEC-2022
0000899243-22-039582	/s/ Charles S. Berkman	30-DEC-2022
0000899243-22-039581	/s/ Charles S. Berkman, Attorney-in-Fact	30-DEC-2022
0001127602-22-028358	/s/ David Watson, attorney-in-fact for Pascal Deschatelets	30-DEC-2022
0001209191-22-063011	/s/ Todd Wheeler, attorney-in-fact	30-DEC-2022
0000899243-22-039580	/s/ Andrew Reardon, Attorney-in-Fact for John L. Higgins	30-DEC-2022
0001209191-22-063010	Russell C. Horowitz	30-DEC-2022
0001877589-22-000007	Eli Samaha	30-DEC-2022
0001209191-22-063009	/s/ Glenna Mileson	30-DEC-2022
0001209191-22-063008	/s/Michael Arends	30-DEC-2022
0001213900-22-084091	/s/ Stephen Rocamboli by Kirk Allen Coleman, as Attorney-in-Fact	30-DEC-2022
0001213900-22-084090	/s/ Brandi Roberts	30-DEC-2022
0001213900-22-084089	/s/ Robert S. Mills by Kirk Allen Coleman, as Attorney-in-Fact	30-DEC-2022
0001214659-22-015542	Katherine L. Karel, Attorney In Fact for Scott A. Worthington	30-DEC-2022
0001213900-22-084087	/s/ Aaron G.L. Fletcher by Kirk Allen Coleman, as Attorney-in-Fact	30-DEC-2022
0001214659-22-015541	Katherine L. Karel, Attorney-in-Fact for Patrick M. Webster	30-DEC-2022
0001062993-22-024582	Dennis F. Connolly, as POA	22-DEC-2022
0001214659-22-015540	/s/ Katherine L. Karel, Attorney-In-Fact for David A. Tutas	30-DEC-2022
0001062993-22-024581	Dennis F. Connolly, as POA	22-DEC-2022
0001209191-22-063002	/s/ Patricia Lamm, attorney-in-fact for Daniel Nord	30-DEC-2022
0001214659-22-015539	Katherine L. Karel;  Attorney-in-Fact for Matthew J. Missad	30-DEC-2022
0001209191-22-063000	/s/ Patricia Lamm, attorney-in-fact for Christopher J.Johnson	30-DEC-2022
0001214659-22-015538	Katherine L. Karel, Attorney-in-Fact for Michael R. Cole	30-DEC-2022
0001209191-22-062999	/s/ Patricia Lamm, attorney-in-fact for Elizabeth Andora	30-DEC-2022
0001415889-22-013102	/s/ Robert Andrade	30-DEC-2022
0001799191-22-000060	By: Mark Hueppelsheuser For: Richard Barasch	30-DEC-2022
0001447362-22-000205	/s/ Greg Acosta, Attorney-in-fact	30-DEC-2022
0001127602-22-028356	/s/ Edward S. Son by Power of Attorney for Kevin E. Lofton	30-DEC-2022
0001127602-22-028355	/s/ Brian Sandstrom, as Attorney-in-Fact	30-DEC-2022
0001567619-22-022151	/s/ John J. Wolfel, Attorney-in-Fact for Jin Kang	30-DEC-2022
0001562180-22-008458	/s/ Grant Reid, Attorney-in-Fact for Cannon-Brookes Michael	30-DEC-2022
0001562180-22-008457	/s/ Grant Reid, Attorney-in-Fact for Farquhar Scott	30-DEC-2022
0001209191-22-062995	/s/ Paul E. Cayer, by power of attorney	30-DEC-2022
0001127602-22-028352	/s/ Brian Sandstrom, as Attorney-in-Fact	30-DEC-2022
0001140361-22-047671	/s/ Raymond Furey (Attorney-in-Fact)	30-DEC-2022
0001140361-22-047669	/s/ Raymond Furey (Attorney-in-Fact)	30-DEC-2022
0001140361-22-047668	/s/ Raymond Furey (Attorney-in-Fact)	30-DEC-2022
0001567619-22-022150	/s/ Heidi D. Lewis, as Attorney-in-Fact on behalf of Troy C. Schrenk	30-DEC-2022
0001140361-22-047667	/s/ Raymond Furey (Attorney-in-Fact)	30-DEC-2022
0001213900-22-084068	/s/ Kailas Agrawal	30-DEC-2022
0001213900-22-084066	/s/ Mark Atwater	30-DEC-2022
0001213900-22-084067	/s/ Antonino Ciappina	30-DEC-2022
0001493152-22-037161	/s/ Deborah K MacConnel	30-DEC-2022
0001493152-22-037155	/s/ Anthony Ambrose	30-DEC-2022
0001493152-22-037157	/s/ Thomas Wiley Wilkinson	30-DEC-2022
0001493152-22-037154	/s/ Kevin R Powers	30-DEC-2022
0001493152-22-037153	/s/ Hugh T. Regan, Jr.	30-DEC-2022
0001213900-22-084063	/s/ John A. DiBella	29-DEC-2022
0001437749-22-029937	/s/ Brian Mitts	30-DEC-2022
0001567619-22-022149	/s/ Karin-Joyce Tjon Sien Fat	30-DEC-2022
0001214659-22-015536	/s/ Jon Stueve, Authorized Signatory for Maurizio Baratta	30-DEC-2022
0001161697-22-000615	/s/ Patrick J. McEnany	30-DEC-2022
0001209191-22-062994	/s/ Paul E. Cayer	30-DEC-2022
0000899243-22-039575	THE PUBLIC INSTITUTION FOR SOCIAL SECURITY, By: /s/ Ricardo Davidovich, Name: Ricardo Davidovich, Title: Authorized Signatory	30-DEC-2022
0001567619-22-022148	Kristin L. Westlund, Attorney in Fact for Christopher J.Policinski	30-DEC-2022
0001209191-22-062993	/s/ Karole Morgan-Prager, Attorney-in-Fact	30-DEC-2022
0001016281-22-000135	/s/ Shane Pudenz	30-DEC-2022
0001637761-22-000134	/s/Paul Benny, Attorney-in-Fact for Shweta Maniar	30-DEC-2022
0001016281-22-000134	/s/ Adeola Olaniyan	30-DEC-2022
0001637761-22-000133	/s/ Paul Benny	30-DEC-2022
0001567619-22-022146	Kristin L. Westlund, Attorney in Fact for Charles G. Pardee	30-DEC-2022
0001637761-22-000132	/s/Paul Benny, Attorney-in-Fact for Tyler Lipschultz	30-DEC-2022
0001209191-22-062992	Harpreet S. Dhaliwal, by /s/ Ron A. Metzger, Attorney-in-Fact	30-DEC-2022
0001209191-22-062991	/s/ Karole Morgan-Prager, Attorney-in-Fact	30-DEC-2022
0001567619-22-022143	Kristin L. Westlund, Attorney in Fact for Richard T. O'Brien	30-DEC-2022
0000899243-22-039574	/s/ Jonathan Young, Attorney-in-Fact	30-DEC-2022
0001567619-22-022141	Kristin L. Westlund, Attorney in Fact for Patricia Kampling	30-DEC-2022
0001209191-22-062990	/s/ Karole Morgan-Prager, Attorney-in-Fact	30-DEC-2022
0001567619-22-022137	Kristin L. Westlund, Attorney in Fact for Lynn Casey	30-DEC-2022
0001567619-22-022135	Kristin L. Westlund, Attorney in Fact for Megan D. Burkhart	30-DEC-2022
0001209191-22-062989	/s/ Karole Morgan-Prager, Attorney-in-Fact	30-DEC-2022
0001209191-22-062988	Joshua C. Lee, by /s/ Ron A. Metzger, Attorney-in-Fact	30-DEC-2022
0001209191-22-062987	/s/ Andrew M. Johnson, Attorney-in-Fact for Phyllis B. Nordstrom	30-DEC-2022
0001209191-22-062986	/s/ James Herriott by Mark R. Busch, attorney-in-fact	30-DEC-2022
0001127602-22-028350	/s/ Jennifer V. Gillcrist, attorney-in-fact	30-DEC-2022
0001209191-22-062985	/s/ Karole Morgan-Prager	30-DEC-2022
0001209191-22-062984	/s/ Andrew M. Johnson, Attorney-in-Fact for Michael Crimmins	30-DEC-2022
0001209191-22-062983	/s/ Karole Morgan-Prager, Attorney-in-Fact	30-DEC-2022
0001170010-22-000108	Christine Carter, attorney-in-fact	30-DEC-2022
0001415889-22-013099	/s/ Bradley J. Wyatt, Attorney-in-Fact	30-DEC-2022
0000947871-22-001266	/s/ Maria Bruzzese	30-DEC-2022
0001840776-22-000169	/s/ Barbara Matthews, Attorney in Fact	30-DEC-2022
0001567619-22-022132	/s/ Soohyung Kim	30-DEC-2022
0001567619-22-022132	/s/ Standard General L.P. by Joseph Mause, Chief Financial Officer	30-DEC-2022
0001140361-22-047654	/s/ Hatsuki Miyata, Attorney-in-Fact for William A. Backus	30-DEC-2022
0001493152-22-037145	/s/ Richard Schurfeld	30-DEC-2022
0001225208-22-013008	/s/ Karl A. Liepitz, Power of Attorney	30-DEC-2022
0001209191-22-062982	/s/ Karole Morgan-Prager, Attorney-in-Fact	30-DEC-2022
0001567619-22-022131	Teresa D. Ely, Lmtd POA, Attorney-in-Fact	30-DEC-2022
0000003570-22-000125	/s/ Sean N. Markowitz under POA by David L. Slack	30-DEC-2022
0001104659-22-131349	/s/ Micheal W. Dobbs, attorney-in-fact	30-DEC-2022
0001415889-22-013097	/s/ Bradley J. Wyatt, Attorney-in-Fact	30-DEC-2022
0000826154-22-000196	/s/ Casara I Kieffer as p/o/a	30-DEC-2022
0000003570-22-000124	/s/ Sean N. Markowitz	30-DEC-2022
0001062993-22-024573	/s/ Andrew P. Campbell as attorney-in-fact for Michael Z. Jacoby	30-DEC-2022
0001883850-22-000143	By: Richard Gluckselig as attorney-in-fact For: N. Anthony Coles	29-DEC-2022
0001104659-22-131344	/s/ Micheal W. Dobbs	30-DEC-2022
0001209191-22-062981	Gail Schulze by Chrystal Menard, attorney-in-fact	30-DEC-2021
0000003570-22-000123	/s/ Sean N. Markowitz under POA by Anatol Feygin	30-DEC-2022
0001104659-22-131342	/s/ Micheal W. Dobbs, attorney-in-fact	30-DEC-2022
0001441683-22-000113	/s/ Angela Patterson, Attorney-in-Fact	30-DEC-2022
0001567619-22-022129	Teresa D. Ely, Lmtd POA, Attorney-in-Fact	30-DEC-2022
0001493152-22-037141	/s/ Michael Vander Hoek	30-DEC-2022
0001683168-22-008708	/s/ Abbey MacDonald, Power of Attorney for: Wayne R. Walker	30-DEC-2022
0001683168-22-008707	/s/ Daniel Stuart Farb	30-DEC-2022
0000003570-22-000122	/s/ Sean N. Markowitz under POA by Jack A. Fusco	30-DEC-2022
0001104659-22-131339	/s/ Micheal W. Dobbs, attorney-in-fact	30-DEC-2022
0001683168-22-008706	/s/ Daniel Allen	30-DEC-2022
0001493152-22-037135	/s/ Kevin Brian Cox	30-DEC-2022
0001415889-22-013095	/s/ Cheryl A. Hamilton, Attorney-in-Fact	30-DEC-2022
0001415889-22-013094	/s/ Bradley J. Wyatt, Attorney-in-Fact	30-DEC-2022
0001209191-22-062980	/s/ Rejane Koczorowski and Mikael Holmberg, Directors of Invik S.A.	30-DEC-2022
0001209191-22-062980	/s/ Georgi Ganev and Mattias Andersson, Directors of Kinnevik AB (publ)	30-DEC-2022
0001209191-22-062979	/s/ Susan Szotek, Attorney-in-Fact	30-DEC-2022
0001493152-22-037133	/s/ Thierry Chauche, as attorney-in-fact	30-DEC-2022
0001209191-22-062978	/s/ Chrystalla Dekatris, Director of VNV (Cyprus) Limited	30-DEC-2022
0001209191-22-062978	/s/ Per Brilioth, Managing Director for VNV Global AB (publ)	30-DEC-2022
0000807249-22-000163	/s/ Douglas R. Jamieson, Attorney-In-Fact for Mario J. Gabelli	30-DEC-2022
0001104659-22-131332	/s/ Kenneth W. Weaver	30-DEC-2022
0001209191-22-062976	/s/ Jamison Yardley, Attorney-in-fact	30-DEC-2022
0001209191-22-062976	/s/ Jamison Yardley, Attorney-in-fact	30-DEC-2022
0001415889-22-013092	/s/ Bradley J. Wyatt, Attorney-in-Fact	30-DEC-2022
0001486189-22-000023	/s/ Cheryl Grenas	30-DEC-2022
0001486189-22-000022	/s/ Michael Reed	30-DEC-2022
0001209191-22-062972	Christy D. Stoner by Tamara M. Singletary, EVP, Uwharrie Capital Corp	30-DEC-2022
0001021635-22-000158	William H. Sultemeier On Behalf Of Johnny W. Whitfield Jr.	30-DEC-2022
0001486189-22-000021	/s/ Mitchell Creem	30-DEC-2022
0001493152-22-037113	/s/ Douglas K. Mellinger	30-DEC-2022
0001486189-22-000020	/s/ John Waters	30-DEC-2022
0001021635-22-000157	William H. Sultemeier On Behalf Of Keith E. Erickson	30-DEC-2022
0001062993-22-024569	Larry M. Hutchison, By: /s/ Chris T. Moore, Attorney-in-fact	30-DEC-2022
0001062993-22-024567	Gary L. Coleman, By: /s/ Chris T. Moore, Attorney-in-fact	30-DEC-2022
0001493152-22-037094	/s/ Moishe Gubin	30-DEC-2022
0001493152-22-037089	/s/ Moishe Gubin	30-DEC-2022
0001493152-22-037084	/s/ Moishe Gubin	30-DEC-2022
0001209191-22-062970	Brendan Flood, attorney-in-fact	30-DEC-2022
0001630856-22-000109	Michael C. Sontag, as attorney in fact	30-DEC-2022
0001630856-22-000108	Michael C. Sontag, as attorney in fact	30-DEC-2022
0001630856-22-000107	Michael C. Sontag, as attorney in fact	30-DEC-2022
