ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001181431-06-055481	/s/ Joseph W. Evans	29-SEP-2006
0001181431-06-055480	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055479	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055478	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055477	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055475	/s/ Kathleen M. Salmas, Attorney-in-fact for John T. Chain, Jr.	29-SEP-2006
0001181431-06-055474	/s/ Kathleen M. Salmas, Attorney-in-fact for Lewis W. Coleman	29-SEP-2006
0001181431-06-055473	/s/ Kathleen M. Salmas, Attorney-in-fact for Vic Fazio	29-SEP-2006
0001181431-06-055472	/s/ Kathleen M. Salmas, Attorney-in-fact for Stephen E. Frank	29-SEP-2006
0001181431-06-055471	/s/ Kathleen M. Salmas, Attorney-in-fact for Phillip Frost	29-SEP-2006
0001181431-06-055470	/s/ Kathleen M. Salmas, Attorney-in-fact for Charles R. Larson	29-SEP-2006
0001181431-06-055469	/s/ Kathleen M. Salmas, Attorney-in-fact for Richard B. Myers	29-SEP-2006
0001181431-06-055468	/s/ Kathleen M. Salmas, Attorney-in-fact for Philip A. Odeen	29-SEP-2006
0001181431-06-055467	/s/ Kathleen M. Salmas, Attorney-in-fact for Aulana L. Peters	29-SEP-2006
0001181431-06-055466	/s/ Kathleen M. Salmas, Attorney in fact for Kevin W. Sharer	29-SEP-2006
0001209191-06-052107	Ann Tsukamoto by Iris Brest, Attorney-in-Fact	29-SEP-2006
0001181431-06-055465	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055461	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055459	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055451	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055450	/s/ Sarah J. Kilgore as Attorney-in-fact for Jack M. Greenberg	29-SEP-2006
0001181431-06-055449	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055448	/s/ Sarah J. Kilgore as Attorney-in-fact for Dinyar S. Devitre	29-SEP-2006
0001181431-06-055447	/s/ Sarah J. Kilgore as Attorney-in-fact for Betsy D. Holden	29-SEP-2006
0001181431-06-055446	/s/ Sarah J. Kilgore as Attorney-in-fact for Alan J. Lacy	29-SEP-2006
0001181431-06-055445	/s/ Sarah J. Kilgore as Attorney-in-fact for Roberto G. Mendoza	29-SEP-2006
0001209191-06-052105	Martin McGlynn by Iris Brest, Attorney-in-Fact	29-SEP-2006
0001181431-06-055444	/s/ Sarah J. Kilgore as Attorney-in-fact for Michael A. Miles	29-SEP-2006
0001181431-06-055443	/s/ Sarah J. Kilgore as Attorney-in-fact for Linda Fayne Levinson	29-SEP-2006
0001181431-06-055442	/s/ Sarah J. Kilgore as Attorney-in-fact for Dennis Stevenson	29-SEP-2006
0001209191-06-052103	Ann Tsukamoto by Iris Brest, Attorney-in-Fact	29-SEP-2006
0001209191-06-052101	Rodney Young by Iris Brest, Attorney-in-Fact	29-SEP-2006
0001209191-06-052099	Andrew G. Bluhm, principal of DSC Advisors, L.L.C., the general partner of DSC Advisors, L.P.	29-SEP-2006
0001209191-06-052099	/s/ Andrew G. Bluhm	29-SEP-2006
0001137638-06-000545	By: /s/ Mark R. Pacioni as Attorney-in-Fact	29-SEP-2006
0001209191-06-052098	/s/ Gordon Ho, attorney-in-fact	29-SEP-2006
0001209191-06-052097	George Koshy by Iris Brest, Attorney-in-Fact	29-SEP-2006
0001104659-06-064187	/s/ Gary M. Pittman	29-SEP-2006
0001181431-06-055434	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001179110-06-019155	/s/Rainer N. Growitz by Power of Attorney	29-SEP-2006
0001209191-06-052095	/s/ Peter Chartz	28-SEP-2006
0001181431-06-055429	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001209191-06-052094	/S/ Sandra L Boyle	28-SEP-2006
0001181431-06-055428	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055427	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001181431-06-055426	Alan Ku as Attorney-in-Fact for Eric E. Schmidt	29-SEP-2006
0001144204-06-040521	/s/ George A. King	18-SEP-2006
0001001277-06-000420	/s/ Jeffrey P. Tissier	29-SEP-2006
0001144204-06-040519	/s/ George A. King	18-SEP-2006
0001209191-06-052091	/s/Edward O. Lanphier, II	29-SEP-2006
0001179110-06-019154	/s/ Peter J. Moerbeek	29-SEP-2006
0001251537-06-000004	/s/Leslyn Nitta for Janice Howell as Attorney in Fact	29-SEP-2006
0001209191-06-052090	/s/ Arthur Courville	29-SEP-2006
0001270987-06-000005	James H. Long	29-SEP-2006
0001144204-06-040514	/s/ Thomas J. Endres	28-SEP-2006
0001179110-06-019153	Donovan D. Huennekens	29-SEP-2006
0001253642-06-000004	/s/Leslyn Nitta for Patrick Devaney as Attorney in Fact	29-SEP-2006
0001265287-06-000043	/s/ Roland T. Kelly, by power of attorney	29-SEP-2006
0001162675-06-000057	Clint D. Coghill	29-SEP-2006
0001162675-06-000057	Coghill Capital Management LLC	29-SEP-2006
0001162675-06-000057	CCM Master Qualified Fund, Ltd	29-SEP-2006
0001144204-06-040512	/s/ Marc S. Goodman	11-SEP-2006
0001265287-06-000042	/s/ Roland T. Kelly, by power of attorney	29-SEP-2006
0001265287-06-000041	/s/ Roland T. Kelly, by power of attorney	29-SEP-2006
0001116502-06-001983	/s/ Bryant R Riley	29-SEP-2006
0001144204-06-040510	/s/ Lawrence S. Bellone	29-AUG-2006
0001181431-06-055417	David M. Shaw	29-SEP-2006
0001258618-06-000019	/s/Jim Musbach	29-SEP-2006
0001265287-06-000040	/s/ Roland T. Kelly, by power of attorney	29-SEP-2006
0001209191-06-052086	/s/ James J. MacDonald, Attorney-in-Fact for Jeffrey C. Smith	29-SEP-2006
0001209499-06-000169	By: Michelle May  For: Elaine Ullian	29-SEP-2006
0001209499-06-000168	By: Michelle May  For: Robert A. Ingram	29-SEP-2006
0001005757-06-000084	James A. Unruh	29-SEP-2006
0001005757-06-000083	DONALD V SMITH	29-SEP-2006
0001005757-06-000082	FRANK V SICA	29-SEP-2006
0001005757-06-000081	BERNARD W REZNICEK	29-SEP-2006
0001179110-06-019152	Steven Ledger	29-SEP-2006
0001179110-06-019151	Steven Ledger	29-SEP-2006
0001265287-06-000039	/s/ Roland T. Kelly, by power of attorney	29-SEP-2006
0001209191-06-052082	/s/ James P. Glew attorney-in-fact for Jacqueline Dout	28-SEP-2006
0001019687-06-002275	/s/ Mark Hauser	29-SEP-2006
0000903423-06-001090	/s/ Clive D. Bode, Vice President	29-SEP-2006
0001181431-06-055411	Tina Davis as Attorney-in-Fact for Roscoe C. Young, II	29-SEP-2006
0001181431-06-055410	Tina Davis as Attorney-In-Fact for Gregory J. Attorri	29-SEP-2006
0001181431-06-055409	Tina Davis as Attorney-In-Fact for Kevin W. Mooney	29-SEP-2006
0001314746-06-000004	Walter Hinton	29-SEP-2006
0001209191-06-052078	/s/ James P. Glew attorney-in-fact for Jack Hanna	28-SEP-2006
0001209191-06-052077	Ray E. Schmitz	29-SEP-2006
0001209191-06-052076	Richard K McClelland	29-SEP-2006
0001209191-06-052074	Hicks Samuel Theodore	29-SEP-2006
0001209191-06-052073	/s/ James P. Glew attorney-in-fact for Michael Thomas	28-SEP-2006
0001161963-06-000057	By: Heather Herndon  For: Jon Stoner	29-SEP-2006
0001209191-06-052072	Halina Balys as attorney-in-fact for James G. O'Connor	29-SEP-2006
0000903423-06-001089	/s/ Daniel J. O'Connor	29-SEP-2006
0001253097-06-000004	Steven J. Buhaly	29-SEP-2006
0000903423-06-001088	/s/ Daniel J. O'Connor	29-SEP-2006
0001209191-06-052069	/s/ Diane M. Irvine, Power of Attorney	29-SEP-2006
0001181431-06-055404	/s/ Russell S. Elmer, George A. Hayter, by Russell S. Elmer, his attorney in fact	29-SEP-2006
0001181431-06-055403	Carol W. Marsh, as attorney-in-fact	29-SEP-2006
0001326782-06-000006	Ian Matheson	29-SEP-2006
0001209191-06-052067	/s/ Patricia A. Beatch	28-SEP-2006
0001181431-06-055402	Carol W. Marsh, as attorney-in-fact	29-SEP-2006
0001209191-06-052066	/s/ T. Murray Wilson	28-SEP-2006
0001181431-06-055401	/s/ Robert J. Jakobs, Attorney-in-Fact	29-SEP-2006
0001181431-06-055400	/s/ Robert J. Jakobs, Attorney-in-Fact	29-SEP-2006
0001181431-06-055399	/s/ Robert J. Jakobs, Attorney-in-Fact	29-SEP-2006
0001054290-06-000062	Daniel R.Ruffalo	29-SEP-2006
0001209191-06-052065	/s/ Diane M. Irvine	29-SEP-2006
0001181431-06-055398	/s/ Robert J. Jakobs, Attorney-in-Fact	29-SEP-2006
0001181431-06-055397	/s/ C. Bradford Harris, attorney-in-fact for David Lee Hawkins	29-SEP-2006
0001181431-06-055396	/s/ C. Bradford Harris, attorney-in-fact for David Lee Hawkins	29-SEP-2006
0001209191-06-052063	/s/ William C. Long Attorney-in-Fact for Alan R. Batkin	29-SEP-2006
0000077360-06-000132	Louis L. Ainsworth, Attorney-In-Fact	29-SEP-2006
0001181431-06-055393	/s/ Lindsay Hoopes, Attorney-in-Fact for William Keiper	29-SEP-2006
0001181431-06-055392	/s/ Lindsay Hoopes, Attorney-in-Fact for William Keiper	29-SEP-2006
0001104659-06-064168	See Signatures Included in Exhibit 99.2	29-SEP-2006
0001181431-06-055389	Carol W. Marsh, as attorney-in-fact	29-SEP-2006
0000884413-06-000022	Richard A. Kayne	29-SEP-2006
0001140361-06-013802	David C. Milne, Attorney in fact	29-SEP-2006
0000048287-06-000123	/s/ Tamara S. Feldman, By Power of Attorney	29-SEP-2006
0001209191-06-052059	Thomas Levine as Power of Attorney for David Z. Hong	29-SEP-2006
0001209191-06-052057	Eden C. Ezell, attorney in fact	29-SEP-2006
0001250853-06-000150	/s/ Kathleen L. Kellogg	28-SEP-2006
0001129787-06-000177	/s/ Peter H. Kamin, Managing Member, VA Partners, L.L.C.	29-SEP-2006
0001181431-06-055387	Norma J. Ayoub as Attorney in Fact for Kenneth R. Heitz	29-SEP-2006
0001129787-06-000176	/s/ Peter H. Kamin, Managing Member, VA Partners, L.L.C.	29-SEP-2006
0000048287-06-000122	/s/ Tamara S. Feldman, By Power of Attorney	29-SEP-2006
0001129787-06-000175	/s/ Kelly J. Barlow, Member, VA Partners,    L.L.C	29-SEP-2006
0000903423-06-001086	/s/ Daniel J. O'Connor by Power of Attorney	29-SEP-2006
0000048287-06-000121	/s/ Tamara S. Feldman, By Power of Attorney	29-SEP-2006
0001179110-06-019148	/s/ John F. Milligan, by Power of Attorney for Gregg H. Alton	28-SEP-2006
0001209191-06-052055	Richard W. Davies, Trustee	29-SEP-2006
0001339567-06-000001	L. Michael McGurk	29-SEP-2006
0001028734-06-000041	By: Lyne Andrich  For: Steven Bangert	29-SEP-2006
0001104659-06-064166	/s/ Frank M. Creer	29-SEP-2006
0001209191-06-052053	Richard W. Davies, Trustee	29-SEP-2006
0001359781-06-000003	Mark DeStefano	29-SEP-2006
0001181431-06-055383	Norma J. Ayoub as Attorney in Fact for Patricia Z. Holland-Branch	29-SEP-2006
0001209191-06-052051	Ronnie Wayne Lund by Kenneth P. Kartje Attorney-In-Fact	29-SEP-2006
0001209191-06-052050	/s/ Saul B. Rosenthal	29-SEP-2006
0001359793-06-000003	T. J. Jesky	29-SEP-2006
0001209191-06-052049	/s/ Jonathan H. Cohen	29-SEP-2006
0001275972-06-000009	James C. Borel by Mary E. Bowler	28-SEP-2006
0001142750-06-000053	Steven C Francis	29-SEP-2006
0001181431-06-055380	/s/ Bruce N. Huff	29-SEP-2006
0000921895-06-002050	By: /s/ Ilan Rotem - Attorney in Fact	29-SEP-2006
0001071567-06-000032	By: Brenda C. Karickhoff  For: Kenneth J. Novack	29-SEP-2006
0001144204-06-040486	/s/ Michael Ricciardi	28-SEP-2006
0000908230-06-000146	/s/ Dr. J. Gordon Murphy President of Pinetree (Barbados) Inc.	29-SEP-2006
0000908230-06-000146	/s/ Larry Goldberg EVP and CFO of Pinetree Capital Ltd.	29-SEP-2006
0000910612-06-000182	/s/ Berghel, Victoria S.	28-SEP-2006
0000910612-06-000181	/s/ Berghel, Victoria S.	28-SEP-2006
0000910612-06-000180	/s/ Foy, John N.	29-SEP-2006
0000910612-06-000179	/s/ Fullam, Ronald L.	28-SEP-2006
0000910612-06-000178	/s/ Fullam, Ronald L.	28-SEP-2006
0000910612-06-000177	/s/ Lebovitz, Charles B.	28-SEP-2006
0000910612-06-000176	/s/ May, II, Charles H.	28-SEP-2006
0001127297-06-000021	Stacey J. Mobley by Mary E. Bowler	28-SEP-2006
0000910612-06-000175	/s/ May, II, Charles H.	28-SEP-2006
0000910612-06-000174	/s/ Stephas, Augustus N.	29-SEP-2006
0001127289-06-000007	Charles O. Holliday, Jr. by Mary E. Bowler	28-SEP-2006
0001116502-06-001982	/s/ Robert P D'Agostino	29-SEP-2006
0001168416-06-000009	John C. Hodgson by Mary E. Bowler	28-SEP-2006
0001211050-06-000006	Nancy A. Marrazzo  Attorney-in-Fact	29-SEP-2006
0001127288-06-000005	Richard R. Goodmanson by Mary E. Bowler	28-SEP-2006
0001127286-06-000007	Thomas M. Connelly, Jr. by Mary E. Bowler	28-SEP-2006
0001005757-06-000079	JANICE OBUCHOWSKI	29-SEP-2006
0001140361-06-013800	David C. Milne	29-SEP-2006
0001217721-06-000003	/s/ David J. Hobson	29-SEP-2006
0001140361-06-013798	/s/ Marc S. Hermelin, Trustee	29-SEP-2006
0001181431-06-055375	/s/ J Gary Ciccone	29-SEP-2006
0001129787-06-000172	VA PARTNERS III, LLC, By:/s/ George F. Hamel Jr., Managing Member	29-SEP-2006
0001129787-06-000172	VA PARTNERS, LLC, By:/s/ George F. Hamel Jr., Managing Member	29-SEP-2006
0001129787-06-000172	VALUEACT CAPITAL MASTER FUND, L.P., By:  VA PARTNERS, LLC, its General Partner, By:/s/ George F. Hamel Jr., Managing Member	29-SEP-2006
0001129787-06-000172	VALUEACT CAPITAL MASTER FUND III, L.P., By:  VA PARTNERS III, LLC, its General Partner, By:/s/ George F. Hamel Jr., Managing Member	29-SEP-2006
0001129787-06-000172	/s/ Peter H. Kamin	29-SEP-2006
0001129787-06-000172	VALUEACT CAPITAL  MANAGEMENT, L.P., By:  VALUEACT CAPITAL MANAGEMENT, LLC, its General Partner, By:/s/ George F. Hamel Jr., Managing Member	29-SEP-2006
0001129787-06-000172	VALUEACT CAPITAL MANAGEMENT, LLC, By:/s/ George F. Hamel Jr., Managing Member	29-SEP-2006
0001129787-06-000172	/s/ Jeffrey W. Ubben	29-SEP-2006
0001129787-06-000172	/s/ George F. Hamel, Jr.	29-SEP-2006
0000884413-06-000021	Kevin McCarthy	29-SEP-2006
0000930413-06-007062	/s/ Jerry Murdock	27-SEP-2006
0000912513-06-000125	James M. Young on behalf of David Lilley	29-SEP-2006
0001144204-06-040465	/s/ Joseph Hayden	29-SEP-2006
0001209191-06-052046	/s/ Charlene R. Herzer, Attorney-in-Fact	29-SEP-2006
0000930413-06-007060	/s/ Jeffrey Horing	27-SEP-2006
0001140361-06-013797	/s/ Mark Steffek, Attorney-In-Fact	29-SEP-2006
0000854711-06-000062	/s/ Sinsheimer, Paul	29-SEP-2006
0000005272-06-000124	/s/ Freudmann, Axel I.	28-SEP-2006
0001244009-06-000016	/s/ Mary Faith Messenger POA for Charles M. Sprock	29-SEP-2006
0001144204-06-040461	/s/ Stephen McCahon	29-SEP-2006
0000950120-06-000573	/s/ Alan Gelband	29-SEP-2006
0001217719-06-000004	/s/ Ronald A. Rerube	29-SEP-2006
0001209191-06-052044	Richard W. Brotzman, Jr.	29-SEP-2006
0001048462-06-000009	Arthur Amron	29-SEP-2006
0000912282-06-000947	/s/ Donald E. Ranta	26-SEP-2006
0000912282-06-000945	/s/ Albert J. Matter	26-SEP-2006
0001210120-06-000069	Lloyd Blonder	29-SEP-2006
0001192996-06-000008	By: Susan J. Cooke (POA on File)	29-SEP-2006
0000912282-06-000943	/s/ Anthony D.J. Ker	26-SEP-2006
0001181431-06-055371	/s/ James J. Maiwurm, Attorney-in-Fact	29-SEP-2006
0001209191-06-052043	By Jess Jankowski, under UPA, for W. Ian Roberts	29-SEP-2006
0001209191-06-052042	/s/ Thomas Barry	28-SEP-2006
0000921895-06-002045	/s/ Shapira, Efrat	28-SEP-2006
0000921895-06-002044	/s/ Efal, Shachar	28-SEP-2006
0001140361-06-013796	/s/ Simon Y. Leung, Attorney-In-Fact	29-SEP-2006
0001209191-06-052041	Edward Ludwig, Jr.	29-SEP-2006
0001209191-06-052040	/s/ N. Robert Hammer	28-SEP-2006
0001209191-06-052039	/s/ Louis F. Miceli	29-SEP-2006
0000827054-06-000114	Deborah L. Wussler, as Attorney-in-Fact	29-SEP-2006
0001209191-06-052038	/s/ Anand Prahlad	29-SEP-2006
0001209191-06-052037	/s/ Suresh P. Reddy	29-SEP-2006
0001209191-06-052036	Jess A. Jankowski	29-SEP-2006
0001232206-06-000004	/s/ Jerry W. Fanska	29-SEP-2006
0001209191-06-052034	By Jess Jankowski, under UPA, for Robert W. Haines	29-SEP-2006
0001347383-06-000038	Charles Gregory Vontz	29-SEP-2006
0001209191-06-052033	Vicki Tuchman by Power of Attorney	29-SEP-2006
0001209191-06-052032	Joseph Cross	29-SEP-2006
0001062993-06-003016	/s/ Nitin Soma	28-SEP-2006
0000069488-06-000078	/s/ Garee L Daniska pursuant to POA dated 4/26/06 filed 5/15/06	29-SEP-2006
0001204517-06-000020	Rhonda M. Figueroa - Attorney-In-Fact (POA on file)	29-SEP-2006
0001209191-06-052030	Daniel S. Bilicki	29-SEP-2006
0001140361-06-013795	Jeffrey L. Walker	29-SEP-2006
0001001391-06-000001	Arthur Amron	29-SEP-2006
0001001391-06-000001	Joseph Jacobs	29-SEP-2006
0001001391-06-000001	Charles Davidson	29-SEP-2006
0001140888-06-000103	Eric Sippel	29-SEP-2006
0000897069-06-002123	/s/ Christian P. Fonss, Attorney-in-Fact	28-SEP-2006
0001209191-06-052029	/s/ Robert Alvine Signed by Lisa M. Palumbo under Power of Attorney by Mr. Alvine	29-SEP-2006
0001189787-06-000013	By: Susan J. Cooke (POA on File)	29-SEP-2006
0001219053-06-000167	By: David Hyman, Power of Attorney  For: Leslie J. Kilgore	29-SEP-2006
0001295984-06-000192	/s/ Pirate Capital LLC, by Thomas R. Hudson Jr. its Portfolio Manager	29-SEP-2006
0001295984-06-000192	/s/ Thomas R. Hudson Jr.	29-SEP-2006
0001219053-06-000166	By: David Hyman, Power of Attorney  For: Reed Hastings	29-SEP-2006
0001022321-06-000053	Mark C. Allen	29-SEP-2006
0001181431-06-055368	Kurt R. Jaggers	29-SEP-2006
0001181431-06-055368	By: Thomas P. Alber, Attorney-in-Fact	29-SEP-2006
0001179110-06-019145	/s/ Jason Hannon, Attorney-in-fact	29-SEP-2006
0001157523-06-009554	/S/ MICHAEL E. GUIRLINGER	11-SEP-2006
0001181431-06-055367	/s/ Joseph J. Coffey	28-SEP-2006
0001376923-06-000002	Chandalar McMillian attorney in fact	29-SEP-2006
0001062993-06-003014	/s/ Brenda Stewart	29-SEP-2006
0001181431-06-055366	/s/ Donald C. Taylor	28-SEP-2006
0001019687-06-002270	/s/ John E. Lee, Tallac Corporation, President	28-SEP-2006
0001019687-06-002270	/s/ John E. Lee	28-SEP-2006
0001181431-06-055365	/s/ Michael Scofield	28-SEP-2006
0001181431-06-055364	/s/ Gary Kucher	28-SEP-2006
0001181431-06-055363	/s/ Brian T. Pussilano	28-SEP-2006
0001209191-06-052028	/s/  Ralph G. Gronefeld, Jr.	29-SEP-2006
0001181431-06-055362	/s/ James Joseph Cahill	28-SEP-2006
0000897101-06-001993	Trevor Gunderson by Power of Attorney on behalf of STEPHEN SANGER	29-SEP-2006
0001005477-06-004884	John A McFarland	29-SEP-2006
0001339947-06-000265	By: Michael D. Fricklas, Attorney-in-Fact	29-SEP-2006
0001209191-06-052027	/s/  Ralph G. Gronefeld, Jr. on behalf of Ronald G. Geary	29-SEP-2006
0001089447-06-000065	/s/ Jerome J. Lande, Executive Vice President of MCM Capital Management, LLC	29-SEP-2006
0001089447-06-000065	/s/ Jerome J. Lande, Executive Vice President of MCM Capital Management, LLC, General Partner of MMI Investments, L.P.	29-SEP-2006
0000892251-06-000627	Lori Birkenhauer, as Attorney-in-Fact for Lois T. Hayden	29-SEP-2006
0001110803-06-000084	By: Penny Tom  For: David R. Walt	29-SEP-2006
0000892251-06-000626	Lori Birkenhauer, Attorney-in-Fact for Joseph P. Hayden, Jr.	29-SEP-2006
0000950156-06-000487	/s/ Roy G. Warren	29-SEP-2006
0001110803-06-000083	By: Penny Tom  For: David R. Walt	29-SEP-2006
0001181431-06-055360	John D. Held	29-SEP-2006
0001289375-06-000001	Stanley E Ricketts	29-SEP-2006
0001376645-06-000002	Bruce Goldstein	27-SEP-2006
0001363399-06-000003	Richard M. Burridge, Jr.	29-SEP-2006
0001376923-06-000001	Chandalar McMillian attorney in fact	29-SEP-2006
0001001113-06-000044	Robert Gersten	29-SEP-2006
0001209191-06-052026	/s/  Jerry D. Finn	29-SEP-2006
0001195382-06-000002	/s/ Steven R. Williams	29-SEP-2006
0000320187-06-000166	By: John F. Coburn III  For: Lindsay D. Stewart	29-SEP-2006
0001295984-06-000190	/s/ Pirate Capital LLC, by Thomas R. Hudson Jr. its Portfolio Manager	29-SEP-2006
0001295984-06-000190	/s/ Thomas R. Hudson Jr.	29-SEP-2006
0001179124-06-000211	Robert A. Kloby	29-SEP-2006
0001062993-06-003013	/s/ Herman Kotze	29-SEP-2006
0000320187-06-000165	By: John F. Coburn III  For: Wesley A. Coleman	29-SEP-2006
0000910680-06-000966	/s/ Stuart Wagner	29-SEP-2006
0000726517-06-000034	Lisa A. Razo, P.O.A. for Zoe P. Erdman	29-SEP-2006
0000895419-06-000072	John T. Kurtzweil	29-SEP-2006
0001179124-06-000210	Robert A. Kloby	29-SEP-2006
0001205741-06-000002	Cristin Reid English, POA for Louis G. Allen	29-SEP-2006
0001376645-06-000001	Bruce Goldstein	29-SEP-2006
0000790703-06-000081	By: Charles V. Dannewitz  For: Steven A. Raymund	29-SEP-2006
0001144204-06-040417	/s/ Ali Jenab	29-SEP-2006
0001179124-06-000209	Robert A. Kloby	29-SEP-2006
0000320187-06-000164	By: John F. Coburn III  For: Craig R. Cheek	29-SEP-2006
0001144204-06-040415	/s/ Ali Jenab	29-SEP-2006
0001179124-06-000208	Robert A. Kloby	29-SEP-2006
0001192986-06-000006	By: Susan J. Cooke (POA on File)	29-SEP-2006
0001001250-06-000137	Ronald S. Lauder, by Spencer G. Smul,  Attorney-in-fact	29-SEP-2006
0001328715-06-000026	s/s Stanley S Ross	29-SEP-2006
0001001250-06-000136	Patrick Bousquet-Chavanne, by Charles E. Reese, II, attorney-in-fact	29-SEP-2006
0001179124-06-000207	Robert A. Kloby	29-SEP-2006
0001116679-06-002326	/s/ Geoffrey G. Jervis	29-SEP-2006
0001023875-06-000070	By: Bradley D. Takahashi, Vice President of Franklin Mutual Advisers, LLC	29-SEP-2006
0001295984-06-000188	/s/ Thomas R. Hudson Jr.	29-SEP-2006
0001295984-06-000188	/s/ Pirate Capital LLC, by Thomas R. Hudson Jr. its Portfolio Manager	29-SEP-2006
0001044321-06-000368	David M. Greenhouse	29-SEP-2006
0001044321-06-000368	Austin W. Marxe	29-SEP-2006
0000909954-06-000039	/s/ Robert P. Stiller	29-SEP-2006
0001192996-06-000007	By: Susan J. Cooke (POA on File)	29-SEP-2006
0000357264-06-000095	By: Carol Kelleher Zepke /POA	29-SEP-2006
0001205780-06-000007	Leonard Maas	29-SEP-2006
0000879573-06-000060	TONY L. WOLK - POWER OF ATTORNEY	29-SEP-2006
0000879573-06-000059	TONY L. WOLK - POWER OF ATTORNEY	29-SEP-2006
0000914190-06-000555	/s/ Michael Anson, Trustee	21-SEP-2006
0001035440-06-000037	/s/ Paul Sagan	28-SEP-2006
0001005477-06-004883	/s/ Glen Warren, Jr. by Stephen Kim, Attorney in fact	29-SEP-2006
0000879573-06-000058	TONY L. WOLK - POWER OF ATTORNEY	29-SEP-2006
